"Timestamp","Country","ISO.3166.1.a2","Region","ISO.3166.2","Language","Reach","Cases","Visibility","Recovered","Fatalities","RecentCases","RecentCases14","PositiveTest14Days","PositiveTest07Days","LongCovid","StillSick","Tested","Positive","Hospital","Severe","ICU","Vaccinated","RecentVaccinated","VaccineSideEffects","RefuseVaccine","ContactsDoctors","Surveyfirst","Surveyknown","Surveyforward","Dataset","Cookie","Campaign"
"2020-03-31","Netherlands","NL","North Holland","",,20,2,,,,,,,,,,,,,,,,,,,,,,,"NL-g-sheet",,
"2020-03-31","Netherlands","NL","North Holland","NLNH",,20,2,,,,,,,,,,,,,,,,,,,,,,,"NL-g-sheet",,
"2020-04-01","Netherlands","NL","North Holland","",,10,0,,,,,,,,,,,,,,,,,,,,,,,"NL-g-sheet",,
"2020-04-01","Netherlands","NL","North Holland","",,10,0,,,,,,,,,,,,,,,,,,,,,,,"NL-g-sheet",,
"2020-04-01","Netherlands","NL","North Holland","NLNH",,20,0,,,,,,,,,,,,,,,,,,,,,,,"NL-g-sheet",,
"2020-04-01","Netherlands","NL","North Holland","",,10,2,,,,,,,,,,,,,,,,,,,,,,,"NL-g-sheet",,
"2020-04-01","Netherlands","NL","North Holland","",,50,4,,,,,,,,,,,,,,,,,,,,,,,"NL-g-sheet",,
"2020-04-01","Netherlands","NL","North Holland","",,20,0,,,,,,,,,,,,,,,,,,,,,,,"NL-g-sheet",,
"2020-04-01","Netherlands","NL","North Holland","",,4,0,,,,,,,,,,,,,,,,,,,,,,,"NL-g-sheet",,
"2020-04-01","Netherlands","NL","North Holland","NLNH",,50,4,,,,,,,,,,,,,,,,,,,,,,,"NL-g-sheet",,
"2020-04-01","Netherlands","NL","North Holland","NLNH",,10,0,,,,,,,,,,,,,,,,,,,,,,,"NL-g-sheet",,
"2020-04-01","Netherlands","NL","North Holland","NLNH",,4,0,,,,,,,,,,,,,,,,,,,,,,,"NL-g-sheet",,
"2020-04-01","Netherlands","NL","North Holland","NLNH",,10,2,,,,,,,,,,,,,,,,,,,,,,,"NL-g-sheet",,
"2020-04-02","Netherlands","NL","South Holland","",,100,2,,,,,,,,,,,,,,,,,,,,,,,"NL-g-sheet",,
"2020-04-04","Netherlands","NL","North Holland","NLNH",,20,3,,,,,,,,,,,,,,,,,,,,,,,"NL-g-sheet",,
"2020-04-04","Netherlands","NL","North Holland","",,20,3,,,,,,,,,,,,,,,,,,,,,,,"NL-g-sheet",,
"2020-04-06","Netherlands","NL","","",,200,2,,,,,,,,,,,,,,,,,,,,,,,"NL-g-sheet",,
"2020-04-07","Netherlands","NL","North Holland","NLNH",,100,0,,,,,,,,,,,,,,,,,,,,,,,"NL-g-sheet",,
"2020-04-07","Netherlands","NL","North Holland","",,100,0,,,,,,,,,,,,,,,,,,,,,,,"NL-g-sheet",,
"2020-04-09","Netherlands","NL","Utrecht","NLUT",,15,0,,,,,,,,,,,,,,,,,,,,,,,"NL-g-sheet",,
"2020-04-09","Netherlands","NL","North Brabant","",,100,3,,,,,,,,,,,,,,,,,,,,,,,"NL-g-sheet",,
"2020-04-12","Netherlands","NL","North Holland","",,15,2,,,,,,,,,,,,,,,,,,,,,,,"NL-g-sheet",,
"2020-04-12","Netherlands","NL","North Holland","NLNH",,15,2,,,,,,,,,,,,,,,,,,,,,,,"NL-g-sheet",,
"2020-04-14","Netherlands","NL","South Holland","",,50,0,,,,,,,,,,,,,,,,,,,,,,,"NL-g-sheet",,
"2020-04-16","Netherlands","NL","","",,50,1,,,,,,,,,,,,,,,,,,,,,,,"NL-g-sheet",,
"2020-04-16","Netherlands","NL","","",,100,3,,,,,,,,,,,,,,,,,,,,,,,"NL-g-sheet",,
"2020-04-25","Netherlands","NL","","",,50,0,,,,,,,,,,,,,,,,,,,,,,,"NL-g-sheet",,
"2020-04-28","Netherlands","NL","North Holland","NLNH",,100,2,,,,,,,,,,,,,,,,,,,,,,,"NL-g-sheet",,
"2020-04-28","Netherlands","NL","South Holland","",,100,0,,,,,,,,,,,,,,,,,,,,,,,"NL-g-sheet",,
"2020-04-28","Netherlands","NL","North Holland","",,100,2,,,,,,,,,,,,,,,,,,,,,,,"NL-g-sheet",,
"2020-04-28","Netherlands","NL","South Holland","",,100,10,,,,,,,,,,,,,,,,,,,,,,,"NL-g-sheet",,
