"date","ISO2","ISO3","country","Confirmed","Deaths","Recovered","Active"
2020-03-02,"SA","SAU","Saudi Arabia",1,0,0,NA
2020-03-03,"SA","SAU","Saudi Arabia",1,0,0,NA
2020-03-04,"SA","SAU","Saudi Arabia",1,0,0,NA
2020-03-05,"SA","SAU","Saudi Arabia",5,0,0,NA
2020-03-06,"SA","SAU","Saudi Arabia",5,0,0,NA
2020-03-07,"SA","SAU","Saudi Arabia",5,0,0,NA
2020-03-08,"SA","SAU","Saudi Arabia",11,0,0,NA
2020-03-09,"SA","SAU","Saudi Arabia",15,0,0,NA
2020-03-10,"SA","SAU","Saudi Arabia",20,0,1,NA
2020-03-11,"SA","SAU","Saudi Arabia",21,0,1,NA
2020-03-12,"SA","SAU","Saudi Arabia",45,0,1,NA
2020-03-13,"SA","SAU","Saudi Arabia",86,0,1,NA
2020-03-14,"SA","SAU","Saudi Arabia",103,0,1,NA
2020-03-15,"SA","SAU","Saudi Arabia",103,0,1,NA
2020-03-16,"SA","SAU","Saudi Arabia",118,0,2,NA
2020-03-17,"SA","SAU","Saudi Arabia",171,0,6,NA
2020-03-18,"SA","SAU","Saudi Arabia",171,0,6,NA
2020-03-19,"SA","SAU","Saudi Arabia",274,0,6,NA
2020-03-20,"SA","SAU","Saudi Arabia",344,0,8,NA
2020-03-21,"SA","SAU","Saudi Arabia",392,0,16,NA
2020-03-22,"SA","SAU","Saudi Arabia",511,0,17,494
2020-03-23,"SA","SAU","Saudi Arabia",562,0,19,543
2020-03-24,"SA","SAU","Saudi Arabia",767,1,28,738
2020-03-25,"SA","SAU","Saudi Arabia",900,2,29,869
2020-03-26,"SA","SAU","Saudi Arabia",1012,3,33,976
2020-03-27,"SA","SAU","Saudi Arabia",1104,3,35,1066
2020-03-28,"SA","SAU","Saudi Arabia",1203,4,37,1162
2020-03-29,"SA","SAU","Saudi Arabia",1299,8,66,1225
2020-03-30,"SA","SAU","Saudi Arabia",1453,8,115,1330
2020-03-31,"SA","SAU","Saudi Arabia",1563,10,165,1388
2020-04-01,"SA","SAU","Saudi Arabia",1720,16,264,1440
2020-04-02,"SA","SAU","Saudi Arabia",1885,21,328,1536
2020-04-03,"SA","SAU","Saudi Arabia",2039,25,351,1663
2020-04-04,"SA","SAU","Saudi Arabia",2179,29,420,1730
2020-04-05,"SA","SAU","Saudi Arabia",2402,34,488,1880
2020-04-06,"SA","SAU","Saudi Arabia",2605,38,551,2016
2020-04-07,"SA","SAU","Saudi Arabia",2795,41,615,2139
2020-04-08,"SA","SAU","Saudi Arabia",2932,41,631,2260
2020-04-09,"SA","SAU","Saudi Arabia",3287,44,666,2577
2020-04-10,"SA","SAU","Saudi Arabia",3651,47,685,2919
2020-04-11,"SA","SAU","Saudi Arabia",4033,52,720,3261
2020-04-12,"SA","SAU","Saudi Arabia",4462,59,761,3642
2020-04-13,"SA","SAU","Saudi Arabia",4934,65,805,4064
2020-04-14,"SA","SAU","Saudi Arabia",5369,73,889,4407
2020-04-15,"SA","SAU","Saudi Arabia",5862,79,931,4852
2020-04-16,"SA","SAU","Saudi Arabia",6380,83,990,5307
2020-04-17,"SA","SAU","Saudi Arabia",7142,87,1049,6006
2020-04-18,"SA","SAU","Saudi Arabia",8274,92,1329,6853
2020-04-19,"SA","SAU","Saudi Arabia",9362,97,1398,7867
2020-04-20,"SA","SAU","Saudi Arabia",10484,103,1490,8891
2020-04-21,"SA","SAU","Saudi Arabia",11631,109,1640,9882
2020-04-22,"SA","SAU","Saudi Arabia",12772,114,1812,10846
2020-04-23,"SA","SAU","Saudi Arabia",13930,121,1925,11884
2020-04-24,"SA","SAU","Saudi Arabia",15102,127,2049,12926
2020-04-25,"SA","SAU","Saudi Arabia",16299,136,2215,13948
2020-04-26,"SA","SAU","Saudi Arabia",17522,139,2357,15026
2020-04-27,"SA","SAU","Saudi Arabia",18811,144,2531,16136
2020-04-28,"SA","SAU","Saudi Arabia",20077,152,2784,17141
2020-04-29,"SA","SAU","Saudi Arabia",21402,157,2953,18292
2020-04-30,"SA","SAU","Saudi Arabia",22753,162,3163,19428
2020-05-01,"SA","SAU","Saudi Arabia",24097,169,3555,20373
2020-05-02,"SA","SAU","Saudi Arabia",25459,176,3765,21518
2020-05-03,"SA","SAU","Saudi Arabia",27011,184,4134,22693
2020-05-04,"SA","SAU","Saudi Arabia",28656,191,4476,23989
2020-05-05,"SA","SAU","Saudi Arabia",30251,200,5431,24620
2020-05-06,"SA","SAU","Saudi Arabia",31938,209,6783,24946
2020-05-07,"SA","SAU","Saudi Arabia",33731,219,7798,25714
2020-05-08,"SA","SAU","Saudi Arabia",35432,229,9120,26083
2020-05-09,"SA","SAU","Saudi Arabia",37136,239,10144,26753
2020-05-10,"SA","SAU","Saudi Arabia",39048,246,11457,27345
2020-05-11,"SA","SAU","Saudi Arabia",41014,255,12737,28022
2020-05-12,"SA","SAU","Saudi Arabia",42925,264,15257,27404
2020-05-13,"SA","SAU","Saudi Arabia",44830,273,17622,26935
2020-05-14,"SA","SAU","Saudi Arabia",46869,283,19051,27535
2020-05-15,"SA","SAU","Saudi Arabia",49176,292,21869,27015
2020-05-16,"SA","SAU","Saudi Arabia",52016,302,23666,28048
2020-05-17,"SA","SAU","Saudi Arabia",54752,312,25722,28718
2020-05-18,"SA","SAU","Saudi Arabia",57345,320,28748,28277
2020-05-19,"SA","SAU","Saudi Arabia",59854,329,31634,27891
2020-05-20,"SA","SAU","Saudi Arabia",62545,339,33478,28728
2020-05-21,"SA","SAU","Saudi Arabia",65077,351,36040,28686
2020-05-22,"SA","SAU","Saudi Arabia",67719,364,39003,28352
2020-05-23,"SA","SAU","Saudi Arabia",70161,379,41236,28546
2020-05-24,"SA","SAU","Saudi Arabia",72560,390,43520,28650
2020-05-25,"SA","SAU","Saudi Arabia",74795,399,45668,28728
2020-05-26,"SA","SAU","Saudi Arabia",76726,411,48450,27865
2020-05-27,"SA","SAU","Saudi Arabia",78541,425,51022,27094
2020-05-28,"SA","SAU","Saudi Arabia",80185,441,54553,25191
2020-05-29,"SA","SAU","Saudi Arabia",81766,458,57013,24295
2020-05-30,"SA","SAU","Saudi Arabia",83384,480,58883,24021
2020-05-31,"SA","SAU","Saudi Arabia",85261,503,62442,22316
2020-06-01,"SA","SAU","Saudi Arabia",87142,525,64306,22311
2020-06-02,"SA","SAU","Saudi Arabia",89011,549,65790,22672
2020-06-03,"SA","SAU","Saudi Arabia",91182,579,68159,22444
2020-06-04,"SA","SAU","Saudi Arabia",93157,611,68965,23581
2020-06-05,"SA","SAU","Saudi Arabia",95748,642,70616,24490
2020-06-06,"SA","SAU","Saudi Arabia",98869,676,71791,26402
2020-06-07,"SA","SAU","Saudi Arabia",101914,712,72817,28385
2020-06-08,"SA","SAU","Saudi Arabia",105283,746,74524,30013
2020-06-09,"SA","SAU","Saudi Arabia",108571,783,76339,31449
2020-06-10,"SA","SAU","Saudi Arabia",112288,819,77954,33515
2020-06-11,"SA","SAU","Saudi Arabia",116021,857,80019,35145
2020-06-12,"SA","SAU","Saudi Arabia",119942,893,81029,38020
2020-06-13,"SA","SAU","Saudi Arabia",123308,932,82548,39828
2020-06-14,"SA","SAU","Saudi Arabia",127541,972,84720,41849
2020-06-15,"SA","SAU","Saudi Arabia",132048,1011,87890,43147
2020-06-16,"SA","SAU","Saudi Arabia",136315,1052,89540,45723
2020-06-17,"SA","SAU","Saudi Arabia",141234,1091,91662,48481
2020-06-18,"SA","SAU","Saudi Arabia",145991,1139,93915,50937
2020-06-19,"SA","SAU","Saudi Arabia",150292,1184,95764,53344
2020-06-20,"SA","SAU","Saudi Arabia",154233,1230,98917,54086
2020-06-21,"SA","SAU","Saudi Arabia",157612,1267,101130,55215
2020-06-22,"SA","SAU","Saudi Arabia",161005,1307,105175,54523
2020-06-23,"SA","SAU","Saudi Arabia",164144,1346,109885,52913
2020-06-24,"SA","SAU","Saudi Arabia",167267,1387,112797,53083
2020-06-25,"SA","SAU","Saudi Arabia",170639,1428,117882,51329
2020-06-26,"SA","SAU","Saudi Arabia",174577,1474,120471,52632
2020-06-27,"SA","SAU","Saudi Arabia",178504,1511,122128,54865
2020-06-28,"SA","SAU","Saudi Arabia",182493,1551,124755,56187
2020-06-29,"SA","SAU","Saudi Arabia",186436,1599,127118,57719
2020-06-30,"SA","SAU","Saudi Arabia",190823,1649,130766,58408
2020-07-01,"SA","SAU","Saudi Arabia",194225,1698,132760,59767
2020-07-02,"SA","SAU","Saudi Arabia",197608,1752,137669,58187
2020-07-03,"SA","SAU","Saudi Arabia",201801,1802,140614,59385
2020-07-04,"SA","SAU","Saudi Arabia",205929,1858,143256,60815
2020-07-05,"SA","SAU","Saudi Arabia",209509,1916,145236,62357
2020-07-06,"SA","SAU","Saudi Arabia",213716,1968,149634,62114
2020-07-07,"SA","SAU","Saudi Arabia",217108,2017,154839,60252
2020-07-08,"SA","SAU","Saudi Arabia",220144,2059,158050,60035
2020-07-09,"SA","SAU","Saudi Arabia",223327,2100,161096,60131
2020-07-10,"SA","SAU","Saudi Arabia",226486,2151,163026,61309
2020-07-11,"SA","SAU","Saudi Arabia",229480,2181,165396,61903
2020-07-12,"SA","SAU","Saudi Arabia",232259,2223,167138,62898
2020-07-13,"SA","SAU","Saudi Arabia",235111,2243,169842,63026
2020-07-14,"SA","SAU","Saudi Arabia",237803,2283,177560,57960
2020-07-15,"SA","SAU","Saudi Arabia",240474,2325,183048,55101
2020-07-16,"SA","SAU","Saudi Arabia",243238,2370,187622,53246
2020-07-17,"SA","SAU","Saudi Arabia",245851,2407,191161,52283
2020-07-18,"SA","SAU","Saudi Arabia",248416,2447,194218,51751
2020-07-19,"SA","SAU","Saudi Arabia",250920,2486,197735,50699
2020-07-20,"SA","SAU","Saudi Arabia",253349,2523,203259,47567
2020-07-21,"SA","SAU","Saudi Arabia",255825,2557,207259,46009
2020-07-22,"SA","SAU","Saudi Arabia",258156,2601,210398,45157
2020-07-23,"SA","SAU","Saudi Arabia",260394,2635,213490,44269
2020-07-24,"SA","SAU","Saudi Arabia",262772,2672,215731,44369
2020-07-25,"SA","SAU","Saudi Arabia",264973,2703,217782,44488
2020-07-26,"SA","SAU","Saudi Arabia",266941,2733,220323,43885
2020-07-27,"SA","SAU","Saudi Arabia",268934,2760,222936,43238
2020-07-28,"SA","SAU","Saudi Arabia",270831,2789,225624,42418
2020-07-29,"SA","SAU","Saudi Arabia",272590,2816,228569,41205
2020-07-30,"SA","SAU","Saudi Arabia",274219,2842,231198,40179
2020-07-31,"SA","SAU","Saudi Arabia",275905,2866,235658,37381
2020-08-01,"SA","SAU","Saudi Arabia",277478,2887,237548,37043
2020-08-02,"SA","SAU","Saudi Arabia",278835,2917,240081,35837
2020-08-03,"SA","SAU","Saudi Arabia",280093,2949,242055,35089
2020-08-04,"SA","SAU","Saudi Arabia",281456,2984,243713,34759
2020-08-05,"SA","SAU","Saudi Arabia",282824,3020,245314,34490
2020-08-06,"SA","SAU","Saudi Arabia",284226,3055,247089,34082
2020-08-07,"SA","SAU","Saudi Arabia",285793,3093,248948,33752
2020-08-08,"SA","SAU","Saudi Arabia",287262,3130,250440,33692
2020-08-09,"SA","SAU","Saudi Arabia",288690,3167,252039,33484
2020-08-10,"SA","SAU","Saudi Arabia",289947,3199,253478,33270
2020-08-11,"SA","SAU","Saudi Arabia",291468,3233,255118,33117
2020-08-12,"SA","SAU","Saudi Arabia",293037,3269,257269,32499
2020-08-13,"SA","SAU","Saudi Arabia",294519,3303,260393,30823
2020-08-14,"SA","SAU","Saudi Arabia",295902,3338,262959,29605
2020-08-15,"SA","SAU","Saudi Arabia",297315,3369,264487,29459
2020-08-16,"SA","SAU","Saudi Arabia",298542,3408,266953,28181
2020-08-17,"SA","SAU","Saudi Arabia",299914,3436,268385,28093
2020-08-18,"SA","SAU","Saudi Arabia",301323,3470,272911,24942
2020-08-19,"SA","SAU","Saudi Arabia",302686,3506,274091,25089
2020-08-20,"SA","SAU","Saudi Arabia",303973,3548,275476,24949
2020-08-21,"SA","SAU","Saudi Arabia",305186,3580,277067,24539
2020-08-22,"SA","SAU","Saudi Arabia",306370,3619,278441,24310
2020-08-23,"SA","SAU","Saudi Arabia",307479,3649,280143,23687
2020-08-24,"SA","SAU","Saudi Arabia",308654,3691,282888,22075
2020-08-25,"SA","SAU","Saudi Arabia",309768,3722,283932,22114
2020-08-26,"SA","SAU","Saudi Arabia",310836,3755,284945,22136
2020-08-27,"SA","SAU","Saudi Arabia",311855,3785,286255,21815
2020-08-28,"SA","SAU","Saudi Arabia",312924,3813,287403,21708
2020-08-29,"SA","SAU","Saudi Arabia",313911,3840,288441,21630
2020-08-30,"SA","SAU","Saudi Arabia",314821,3870,289667,21284
2020-08-31,"SA","SAU","Saudi Arabia",315772,3897,290796,21079
2020-09-01,"SA","SAU","Saudi Arabia",316670,3929,291514,21227
2020-09-02,"SA","SAU","Saudi Arabia",317486,3956,292510,21020
2020-09-03,"SA","SAU","Saudi Arabia",318319,3982,293964,20373
2020-09-04,"SA","SAU","Saudi Arabia",319141,4015,295063,20063
2020-09-05,"SA","SAU","Saudi Arabia",319932,4049,295842,20041
2020-09-06,"SA","SAU","Saudi Arabia",320688,4081,296737,19870
2020-09-07,"SA","SAU","Saudi Arabia",321456,4107,297623,19726
2020-09-08,"SA","SAU","Saudi Arabia",322237,4137,298246,19854
2020-09-09,"SA","SAU","Saudi Arabia",323012,4165,298966,19881
2020-09-10,"SA","SAU","Saudi Arabia",323720,4189,299998,19533
2020-09-11,"SA","SAU","Saudi Arabia",324407,4213,300933,19261
2020-09-12,"SA","SAU","Saudi Arabia",325050,4240,301836,18974
2020-09-13,"SA","SAU","Saudi Arabia",325651,4268,302870,18513
2020-09-14,"SA","SAU","Saudi Arabia",326258,4305,303930,18023
2020-09-15,"SA","SAU","Saudi Arabia",326930,4338,305022,17570
2020-09-16,"SA","SAU","Saudi Arabia",327551,4369,306004,17178
2020-09-17,"SA","SAU","Saudi Arabia",328144,4399,307207,16538
2020-09-18,"SA","SAU","Saudi Arabia",328720,4430,308352,15938
2020-09-19,"SA","SAU","Saudi Arabia",329271,4458,309430,15383
2020-09-20,"SA","SAU","Saudi Arabia",329754,4485,310439,14830
2020-09-21,"SA","SAU","Saudi Arabia",330246,4512,311499,14235
2020-09-22,"SA","SAU","Saudi Arabia",330798,4542,312684,13572
2020-09-23,"SA","SAU","Saudi Arabia",331359,4569,313786,13004
2020-09-24,"SA","SAU","Saudi Arabia",331857,4599,314793,12465
2020-09-25,"SA","SAU","Saudi Arabia",332329,4625,315636,12068
2020-09-26,"SA","SAU","Saudi Arabia",332790,4655,316405,11730
2020-09-27,"SA","SAU","Saudi Arabia",333193,4683,317005,11505
2020-09-28,"SA","SAU","Saudi Arabia",333648,4712,317846,11090
2020-09-29,"SA","SAU","Saudi Arabia",334187,4739,318542,10906
2020-09-30,"SA","SAU","Saudi Arabia",334605,4768,319154,10683
2020-10-01,"SA","SAU","Saudi Arabia",335097,4794,319746,10557
2020-10-02,"SA","SAU","Saudi Arabia",335578,4823,320348,10407
2020-10-03,"SA","SAU","Saudi Arabia",335997,4850,320974,10173
2020-10-04,"SA","SAU","Saudi Arabia",336387,4875,321485,10027
2020-10-05,"SA","SAU","Saudi Arabia",336766,4898,322055,9813
2020-10-06,"SA","SAU","Saudi Arabia",337243,4923,322612,9708
2020-10-07,"SA","SAU","Saudi Arabia",337711,4947,323208,9556
2020-10-08,"SA","SAU","Saudi Arabia",338132,4972,323769,9391
2020-10-09,"SA","SAU","Saudi Arabia",338539,4996,324282,9261
2020-10-10,"SA","SAU","Saudi Arabia",338944,5018,324737,9189
2020-10-11,"SA","SAU","Saudi Arabia",339267,5043,325330,8894
2020-10-12,"SA","SAU","Saudi Arabia",339615,5068,325839,8708
2020-10-13,"SA","SAU","Saudi Arabia",340089,5087,326339,8663
2020-10-14,"SA","SAU","Saudi Arabia",340590,5108,326820,8662
2020-10-15,"SA","SAU","Saudi Arabia",341062,5127,327327,8608
2020-10-16,"SA","SAU","Saudi Arabia",341495,5144,327795,8556
2020-10-17,"SA","SAU","Saudi Arabia",341854,5165,328165,8524
2020-10-18,"SA","SAU","Saudi Arabia",342202,5185,328538,8479
2020-10-19,"SA","SAU","Saudi Arabia",342583,5201,328895,8487
2020-10-20,"SA","SAU","Saudi Arabia",342968,5217,329270,8481
2020-10-21,"SA","SAU","Saudi Arabia",343373,5235,329715,8423
2020-10-22,"SA","SAU","Saudi Arabia",343774,5250,330181,8343
2020-10-23,"SA","SAU","Saudi Arabia",344157,5264,330578,8315
2020-10-24,"SA","SAU","Saudi Arabia",344552,5281,330995,8276
2020-10-25,"SA","SAU","Saudi Arabia",344875,5296,331330,8249
2020-10-26,"SA","SAU","Saudi Arabia",345232,5313,331691,8228
2020-10-27,"SA","SAU","Saudi Arabia",345631,5329,332117,8185
2020-10-28,"SA","SAU","Saudi Arabia",346047,5348,332550,8149
2020-10-29,"SA","SAU","Saudi Arabia",346482,5363,333005,8114
2020-10-30,"SA","SAU","Saudi Arabia",346880,5383,333409,8088
2020-10-31,"SA","SAU","Saudi Arabia",347282,5402,333842,8038
