ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AU,AUS,Australia,-99,2021-01-08,2020-12-30,1407,5,104985.5669980679,4,43711.72284462771,67,1189,15661164.226715242,0,15,20,1372,6,160,1241,14,36,1357,14,266,1127,10,229,1168,14,203,1190,12,94,1301,14,34,1359,14,61,1332,13,28,1366,17,74,1316,14,226,1167,11,19,1377,13,147,1247,1387,2,6,12,1247,10,59,91,1371,4,16,16,1141,9,52,205,1178,12,62,155,1204,12,38,153,1313,6,41,47,1373,1,12,21,1346,4,17,40,1379,3,11,14,1333,7,27,40,1181,5,51,170,1388,2,8,9,1260,6,52,89,213,5,45,1144,1374,0,24,9,262,23,384,738,1032,9,46,320,1361,1,42,3,1361,0,46,0,1407,0,0,0,372,26,40,969,1407,0,0,0,0,0,370,8,461,342,152,74,545,31,324,421,86,545,33,458,303,68,545,42,384,341,95,545,37,393,330,102,545,48,167,365,282,0,1376,14,4,13,1376,13,2,16,1376,15,1,15,1376,12,5,14,1376,14,4,13,1376,14,1,16,1204,10,2,191,1204,9,1,193,1204,9,8,186,1204,10,1,192,1204,10,19,174,1204,11,15,177,1204,12,11,180,1380,0,0,27,1380,0,1,26,1380,0,2,25,1380,0,1,26,1380,0,1,26,704,8,217,478,704,5,508,190,704,8,443,252,704,7,422,274,704,7,197,499,704,9,126,568,795,2,332,278,1075,0,196,60,40,36,840,2,8,44,158,355,840,5,558,4,931,3,51,422,931,1,72,60,51,42,231,19,931,1,112,129,170,64,959,11,71,166,124,76,1407,1407,1210,4,65,128,931,3,183,290,994,3,136,274,1010,3,75,319,1225,3,30,149,1298,2,47,60,1028,3,7,5,46,46,272,1028,3,10,13,47,70,236,1104,3,42,99,89,70,1104,0,6,23,62,212,1104,0,17,62,87,137,1345,2,48,12,1345,4,11,47,1345,4,21,37,1167,1,47,192,1215,1,140,51,1389,1,3,1,1,1,0,0,11,1362,1,1,2,2,5,0,0,8,2,0,2,3,3,1,2,13,1407,0,0,0,0,0,1407,0,0,0,0,0,0,0,0,1407,0,0,0,0,1407,0,0,0,0,0,0,5.232954545454546,7.499335150348049,1.6666666666666667,0.816496580927726,0,0,0,0
AU,AUS,Australia,1,2021-01-08,2020-12-30,562,1,7827.0554007033215,0,0,43,562,5149325.984089222,546,0,2,560,0,51,511,0,19,543,0,129,433,0,111,451,0,84,478,0,42,520,0,8,554,0,43,519,0,5,557,1,20,541,0,121,441,0,4,558,0,71,491,560,0,2,0,511,3,17,31,543,1,6,12,433,2,17,110,451,1,24,86,478,2,9,73,520,2,16,24,554,1,2,5,519,2,15,26,557,0,3,2,542,0,8,12,441,1,17,103,558,0,3,1,491,1,21,49,0,0,31,531,531,0,17,14,0,0,233,329,329,0,43,190,519,0,38,5,519,0,43,0,562,0,0,0,43,1,24,494,562,0,0,0,0,0,0,0,259,203,71,29,0,0,240,291,31,0,2,342,192,26,0,0,331,185,46,0,0,304,212,46,0,0,89,315,158,0,538,4,3,17,538,3,2,19,538,4,1,19,538,2,10,12,538,4,3,17,538,3,4,17,453,0,0,109,453,1,0,108,453,0,3,106,453,0,2,107,453,0,3,106,453,0,7,102,453,0,1,108,552,0,0,10,552,0,1,9,552,0,2,8,552,0,1,9,552,0,1,9,0,2,248,312,0,1,402,159,0,1,391,170,0,2,417,143,0,1,210,351,0,2,119,441,0,0,376,186,186,0,187,76,54,59,0,1,10,60,205,286,0,0,560,2,0,2,69,491,0,0,90,80,60,56,260,16,0,0,57,113,243,149,0,2,52,191,210,107,562,562,314,2,84,162,160,4,152,246,171,4,131,256,145,3,70,344,352,3,42,165,443,1,57,61,0,0,11,34,87,106,324,0,0,20,39,91,130,282,0,5,63,167,208,119,0,0,6,44,89,423,0,1,41,102,148,270,419,2,103,38,419,4,25,114,419,7,46,90,0,0,344,218,344,0,125,93,437,2,21,9,15,11,3,1,63,93,1,13,72,13,50,3,11,50,8,6,20,20,11,8,10,173,0,6,182,362,8,4,0,0,562,0,0,0,0,0,0,12,16,263,208,63,12,1,67,125,190,123,44,4.143790849673203,6.336770963044185,1.4,0.6746646676632054,13.219330855018587,3.7063082163038903,3.3735849056603775,1.4102180371974884
AU,AUS,Australia,2,2021-01-08,2020-12-30,1023,1,6320.50345728491,1,6320.50345728491,42,1023,9110327.252318194,1004,0,4,1019,0,60,963,0,16,1007,0,207,816,0,156,867,1,147,875,0,65,958,0,15,1008,1,50,972,0,3,1020,0,42,981,0,195,828,0,4,1019,0,96,927,1019,0,3,1,963,0,18,42,1007,0,4,12,816,2,29,176,867,0,26,130,876,0,37,110,958,0,26,39,1008,0,7,8,973,0,21,29,1020,0,3,0,981,0,18,24,828,1,35,159,1019,0,2,2,927,1,26,69,0,0,26,997,997,0,17,9,0,6,454,563,569,4,57,393,966,0,53,4,966,4,53,0,1019,1,2,1,67,3,22,931,1023,0,0,0,0,0,0,0,460,324,163,76,0,3,296,635,89,0,6,522,426,69,0,5,519,382,117,0,3,459,458,103,0,5,137,582,299,0,1001,3,3,16,1001,3,3,16,1001,3,3,16,1001,2,9,11,1001,3,4,15,1001,3,2,17,792,2,0,229,792,3,0,228,792,4,9,218,792,3,2,226,792,3,14,214,792,3,11,217,792,3,6,222,999,0,0,24,999,0,2,22,999,0,2,22,999,0,2,22,999,0,5,19,0,0,345,678,0,0,783,240,0,2,675,346,0,0,681,342,0,0,271,752,0,1,122,900,0,0,653,370,370,0,363,145,67,78,0,1,9,79,299,635,0,1,1021,1,0,5,162,856,0,0,134,164,120,93,490,22,0,1,142,192,453,235,0,7,108,349,373,186,1023,1023,678,1,131,213,240,5,312,466,348,3,222,450,342,3,104,574,752,2,50,219,901,1,70,51,0,2,10,19,138,205,649,0,1,18,46,146,195,617,0,5,150,331,344,193,0,1,17,74,160,771,0,1,85,189,270,478,749,3,207,64,749,11,36,227,749,8,104,162,0,2,647,374,649,0,229,145,794,2,31,11,14,4,4,15,148,147,0,18,42,40,106,17,41,146,31,21,46,90,39,20,15,204,0,9,346,661,4,3,0,0,0,1023,0,0,0,0,0,11,9,532,358,113,11,4,316,270,247,142,33,4.98177874186551,7.348632960926588,1.6,1.2583057392117916,14.145661157024794,4.425817573775345,2.913,1.42880106119518
AU,AUS,Australia,3,2021-01-08,2020-12-30,928,2,17304.51470374516,1,4845.43728542876,66,928,8563733.993715836,910,0,3,925,0,68,860,0,13,915,0,168,760,0,115,813,0,131,797,0,43,885,0,15,913,0,31,897,0,3,925,0,21,907,0,156,772,0,6,922,0,88,840,925,0,3,0,860,2,26,40,915,1,2,10,760,2,40,126,813,1,34,80,797,2,26,103,885,0,27,16,913,1,6,8,897,0,16,15,925,0,0,3,907,1,7,13,772,1,44,111,922,0,3,3,840,2,26,60,0,0,34,894,894,0,25,9,0,11,401,516,527,4,56,341,872,1,55,0,872,0,56,0,928,0,0,0,71,10,21,826,928,0,0,0,0,0,0,2,420,278,154,74,0,1,273,558,96,0,4,461,386,77,0,4,401,403,120,0,4,410,404,110,0,5,110,516,297,0,907,4,2,15,907,3,3,15,907,5,0,16,907,5,2,14,907,5,1,15,907,5,1,15,711,2,1,214,711,3,1,213,711,3,6,208,711,3,1,213,711,3,14,200,711,3,13,201,711,3,12,202,897,0,1,30,897,0,2,29,897,0,2,29,897,0,1,30,897,0,3,28,0,4,274,650,0,1,689,238,0,3,603,322,0,1,589,338,0,2,235,691,0,2,94,832,0,0,533,395,395,0,295,131,55,52,0,0,12,71,250,595,0,5,920,3,0,5,156,767,0,1,136,118,91,86,474,22,0,0,144,214,366,204,0,2,126,336,306,158,928,928,654,4,69,201,239,4,244,441,325,5,160,438,339,4,79,506,693,1,33,201,834,1,38,55,0,0,7,20,75,150,676,0,0,9,34,81,165,639,0,6,104,331,309,178,0,0,18,37,158,715,0,0,71,149,271,437,708,3,161,56,708,18,37,165,708,13,79,128,0,3,549,376,552,0,242,134,686,4,26,14,18,8,9,17,146,137,0,16,31,40,85,13,44,119,26,16,28,103,57,23,29,161,0,12,372,533,3,8,0,0,0,0,928,0,0,0,0,11,22,516,265,114,11,7,158,244,285,186,37,5.020725388601036,7.418095494879124,1.9696969696969697,1.131504763712036,14.326576576576576,4.126835322334712,3.2118834080717487,1.5238301748078142
AU,AUS,Australia,4,2021-01-08,2020-12-30,979,0,0,0,0,50,979,9182856.706515253,965,1,3,975,3,72,904,2,12,965,4,133,842,4,95,880,1,121,857,2,42,935,2,9,968,3,17,959,1,3,975,2,16,961,2,114,863,1,1,977,1,73,905,976,0,1,2,907,0,23,49,967,0,6,6,846,1,32,100,884,1,30,64,858,1,29,91,937,0,19,23,970,0,4,5,962,0,6,11,976,0,1,2,963,1,8,7,865,1,26,87,978,0,1,0,906,0,22,51,0,0,34,945,945,0,27,7,0,8,380,591,599,2,56,322,923,0,56,0,923,1,55,0,978,0,1,0,66,5,16,892,979,0,0,0,0,0,0,0,490,291,125,73,0,5,235,649,90,0,10,461,449,59,0,11,426,434,108,0,14,414,457,94,0,14,112,544,309,0,963,5,4,7,963,5,4,7,963,6,1,9,963,2,7,7,963,6,3,7,963,5,1,10,740,14,2,223,740,14,1,224,740,14,5,220,740,15,2,222,740,14,23,202,740,13,19,207,740,14,14,211,942,0,1,36,942,1,0,36,942,1,0,36,942,1,1,35,942,1,2,34,0,6,274,699,0,4,741,234,0,4,600,375,0,4,617,358,0,5,214,760,0,5,90,884,0,1,580,398,399,0,327,133,64,56,0,4,12,53,252,658,0,4,970,5,0,6,144,829,0,0,149,127,104,70,504,25,0,0,156,242,382,199,0,6,112,374,332,155,979,979,705,1,85,188,238,4,276,461,379,3,182,415,362,4,97,516,765,3,52,159,889,2,38,50,0,3,8,15,68,132,753,0,0,9,27,87,140,716,0,6,117,349,318,189,0,3,16,38,139,783,0,0,56,161,272,490,762,12,155,50,762,26,44,147,762,22,76,119,0,3,574,402,577,1,229,172,750,6,23,17,21,6,2,4,150,176,2,21,31,45,100,10,38,117,36,20,25,84,64,20,36,154,0,9,386,573,1,10,0,0,0,0,0,979,0,0,0,9,16,518,276,160,9,5,142,233,340,201,49,5.603382352941177,7.558871911412377,1.5333333333333334,0.7760791522613609,14.29828141783029,3.8967669602151247,3.071805702217529,1.4688870577495432
AU,AUS,Australia,5,2021-01-08,2020-12-30,1008,3,25695.034348262787,3,25695.034348262787,32,1007,8406445.5691946,988,0,6,1002,1,59,948,1,12,995,0,113,895,1,82,925,0,102,906,0,20,988,0,13,995,0,12,996,0,4,1004,0,28,980,0,102,906,1,6,1001,0,50,958,1002,1,3,2,949,1,18,40,996,0,4,8,895,3,24,86,926,2,20,60,906,2,25,75,988,1,7,12,995,0,6,7,996,0,6,6,1004,1,1,2,980,2,10,16,906,2,26,74,1002,0,1,5,958,0,12,38,0,1,20,987,988,0,15,5,0,12,326,670,682,9,36,281,972,0,33,3,972,0,36,0,1008,0,0,0,57,10,12,929,1008,0,0,0,0,0,0,0,505,311,132,60,0,21,276,620,91,0,37,504,411,56,0,34,442,432,100,0,34,462,437,75,0,42,150,534,282,0,996,3,3,6,996,2,1,9,996,3,1,8,996,1,4,7,996,3,1,8,996,3,1,8,759,17,1,231,759,17,3,229,759,16,3,230,759,16,3,230,759,18,24,207,759,16,15,218,759,16,19,214,969,1,0,38,969,1,2,36,969,2,0,37,969,1,1,37,969,0,1,38,0,6,265,737,0,2,717,289,0,6,607,395,0,5,597,406,0,6,173,829,0,8,77,923,0,0,568,440,440,0,345,117,45,61,0,3,8,50,282,665,0,4,1001,3,0,13,154,841,0,0,160,129,113,63,513,30,0,0,214,256,359,179,0,11,144,382,289,182,1008,1008,743,2,76,187,291,3,279,435,401,3,192,412,411,3,115,479,835,1,32,140,931,0,24,53,0,1,8,12,60,100,827,0,2,6,19,83,170,728,0,10,111,358,354,175,0,0,10,32,127,839,0,0,44,163,253,548,801,15,144,48,801,40,38,129,801,31,72,104,0,3,476,529,479,2,248,279,760,11,29,13,15,10,8,8,154,284,0,21,32,35,76,8,30,128,42,18,30,53,45,22,44,140,0,9,412,581,0,6,0,0,0,0,0,0,1008,0,0,12,38,460,302,196,12,15,221,265,291,167,37,5.473867595818815,7.798501292042482,1.6666666666666667,0.7669649888473704,13.615185950413224,3.793384919623504,2.3987473903966596,1.2708772741061891
AU,AUS,Australia,6,2021-01-08,2020-12-30,668,0,0,0,0,20,666,7492623.169808764,647,2,0,666,2,43,623,1,7,660,2,57,609,2,60,606,2,65,601,2,11,655,1,11,656,3,6,659,2,3,663,3,19,646,2,37,629,2,2,664,2,24,642,668,0,0,0,625,0,10,33,661,0,1,6,611,2,11,44,608,2,15,43,603,2,12,51,657,1,7,3,657,1,4,6,662,1,3,2,665,0,2,1,649,2,5,12,631,3,10,24,666,0,1,1,644,0,8,16,0,2,13,653,655,0,7,6,0,16,181,471,487,2,25,154,643,0,25,0,643,0,25,0,668,0,0,0,43,20,11,594,668,0,0,0,0,0,0,2,382,173,66,45,0,26,195,385,62,0,31,347,249,41,0,37,310,243,78,0,34,331,238,65,0,43,111,318,196,0,657,3,3,5,657,3,4,4,657,3,2,6,657,3,2,6,657,4,0,7,657,4,0,7,510,15,1,142,510,15,1,142,510,14,1,143,510,14,3,141,510,14,14,130,510,14,11,133,510,12,14,132,644,2,1,21,644,1,0,23,644,1,0,23,644,1,0,23,644,2,0,22,0,6,98,564,0,4,465,199,0,5,372,291,0,4,369,295,0,6,117,545,0,7,56,605,0,0,361,307,307,1,235,63,33,29,0,1,2,27,215,423,0,2,663,3,0,9,84,575,0,1,106,81,75,44,332,29,0,3,165,165,227,108,0,11,65,237,200,155,668,668,570,3,31,64,203,2,201,262,296,3,126,243,299,3,79,287,551,2,35,80,612,2,23,31,0,3,4,3,23,50,585,0,0,4,11,36,76,541,0,9,71,191,240,157,0,4,7,11,64,582,0,1,16,78,124,449,574,9,50,35,574,19,20,55,574,12,39,43,0,6,137,525,143,1,102,422,566,2,7,3,6,3,2,4,75,429,0,11,15,12,30,8,8,34,11,4,9,21,6,4,20,46,0,8,313,345,0,2,0,0,0,0,0,0,0,668,0,15,17,276,204,156,15,7,151,202,185,89,19,7.603915662650603,9.719714409951864,1.5,0.9045340337332909,13.33693972179289,3.7076915996221826,2.2147335423197494,1.2311890748353909
AU,AUS,Australia,7,2021-01-08,2020-12-30,229,0,0,0,0,2,228,2578766.778785339,212,1,0,228,2,17,210,1,9,219,0,25,204,0,21,208,1,21,207,1,2,226,1,7,221,1,1,227,1,3,225,1,7,221,1,13,215,1,0,228,1,7,221,229,0,0,0,212,0,6,11,220,0,3,6,204,0,4,21,208,0,5,16,208,0,4,17,227,0,0,2,222,0,1,6,228,0,0,1,226,0,1,2,222,0,3,4,216,0,1,12,229,0,0,0,222,1,2,4,0,1,1,227,228,0,1,0,0,10,68,151,161,3,10,55,219,0,10,0,219,0,10,0,229,0,0,0,23,7,3,196,229,0,0,0,0,0,0,0,143,63,18,5,0,32,86,90,21,0,26,132,57,14,0,30,112,63,24,0,22,132,60,15,0,44,34,88,63,0,226,1,0,2,226,1,0,2,226,1,0,2,226,0,2,1,226,1,0,2,226,1,0,2,170,7,0,52,170,7,0,52,170,7,0,52,170,7,1,51,170,7,8,44,170,7,4,48,170,6,6,47,219,1,0,9,219,1,0,9,219,1,0,9,219,1,0,9,219,1,1,8,0,8,22,199,0,5,142,82,0,3,108,118,0,4,114,111,0,5,25,199,0,6,16,207,0,1,119,109,110,0,77,27,7,8,0,4,3,13,73,136,0,4,224,1,0,5,27,197,0,1,41,26,26,18,94,23,0,1,72,68,62,26,0,6,39,81,59,44,229,229,207,2,5,15,87,8,63,71,121,7,31,70,115,4,24,86,204,2,9,14,213,2,8,6,0,2,3,0,6,19,199,0,1,0,2,8,36,182,0,1,28,63,78,59,0,3,0,6,14,206,0,1,1,20,38,169,208,11,4,6,208,12,5,4,208,7,9,5,0,6,16,207,22,1,16,190,213,0,1,1,2,1,1,1,9,197,0,2,2,2,2,1,0,5,1,0,1,3,0,2,3,8,0,10,102,117,0,0,0,0,0,0,0,0,0,0,229,13,13,85,74,44,13,5,63,68,53,19,8,8.322033898305085,11.664033545500255,2,0,12.54066985645933,3.949138359174607,1.9850746268656718,1.347136266085575
AU,AUS,Australia,-99,2021-01-09,2020-12-31,1134,2,24049.20905278418,2,24049.20905278418,57,956,12198722.982188348,0,10,14,1110,5,133,996,10,29,1095,11,222,901,7,184,943,8,171,955,8,75,1051,10,25,1099,9,45,1080,9,25,1100,12,56,1066,10,179,945,9,16,1109,10,123,1001,1120,1,2,11,1001,10,47,76,1105,4,13,12,912,7,42,173,950,11,50,123,963,10,33,128,1059,5,30,40,1109,1,10,14,1089,3,9,33,1109,3,11,11,1078,6,21,29,955,4,42,133,1118,2,6,8,1011,4,47,72,173,5,37,919,1107,0,19,8,206,18,297,613,845,6,38,245,1096,1,34,3,1096,0,38,0,1134,0,0,0,294,20,30,790,1134,0,0,0,0,0,292,5,375,272,130,60,433,25,263,341,72,433,27,370,244,60,433,33,311,276,81,433,31,316,268,86,433,42,137,294,228,0,1112,10,3,9,1112,11,1,10,1112,12,1,9,1112,9,4,9,1112,10,3,9,1112,10,1,11,931,10,2,191,931,9,1,193,931,9,8,186,931,10,1,192,931,10,19,174,931,11,15,177,931,12,11,180,1107,0,0,27,1107,0,1,26,1107,0,2,25,1107,0,1,26,1107,0,1,26,573,6,168,387,573,5,400,156,573,7,343,211,573,6,345,210,573,6,164,391,573,8,101,452,653,2,258,221,876,0,158,47,29,24,686,2,6,35,122,283,686,3,442,3,752,3,36,343,752,1,56,47,43,37,184,14,752,1,90,102,145,44,774,9,60,128,105,58,1134,1134,983,4,52,95,761,3,154,216,816,3,111,204,812,3,64,255,984,3,28,119,1047,2,37,48,833,1,6,4,38,36,216,833,1,8,12,36,56,188,892,3,32,85,65,57,892,0,4,18,50,170,892,0,13,50,71,108,1083,2,40,9,1083,3,9,39,1083,3,17,31,942,0,34,158,976,1,115,42,1120,1,3,1,1,1,0,0,7,1100,1,1,1,2,4,0,0,7,2,0,1,3,1,0,1,10,1134,0,0,0,0,0,1134,0,0,0,0,0,0,0,0,1134,0,0,0,0,1134,0,0,0,0,0,0,5.252747252747253,7.465761564475237,1.7407407407407407,0.8590062502052811,0,0,0,0
AU,AUS,Australia,1,2021-01-09,2020-12-31,418,0,0,0,0,27,418,3858142.692668449,403,0,1,417,0,35,383,0,11,407,0,92,326,0,74,344,0,62,356,0,29,389,0,6,412,0,33,385,0,3,415,0,13,405,0,87,331,0,4,414,0,50,368,417,0,1,0,383,0,15,20,407,0,4,7,326,0,11,81,344,0,17,57,356,0,9,53,389,0,11,18,412,0,2,4,385,1,11,21,415,0,1,2,405,0,3,10,331,0,12,75,414,0,3,1,368,0,18,32,0,0,21,397,397,0,12,9,0,0,176,242,242,0,26,150,392,0,23,3,392,0,26,0,418,0,0,0,26,0,20,372,418,0,0,0,0,0,0,0,193,146,58,21,0,0,171,224,23,0,2,264,134,18,0,0,256,128,34,0,0,232,153,33,0,0,66,229,123,0,398,4,3,13,398,3,1,16,398,4,0,16,398,2,7,11,398,4,2,14,398,3,3,14,309,0,0,109,309,1,0,108,309,0,3,106,309,0,2,107,309,0,3,106,309,0,7,102,309,0,1,108,408,0,0,10,408,0,1,9,408,0,2,8,408,0,1,9,408,0,1,9,0,1,184,233,0,0,313,105,0,0,304,114,0,2,323,93,0,0,170,248,0,0,92,326,0,0,294,124,124,0,140,58,43,53,0,1,6,44,153,214,0,0,417,1,0,2,49,367,0,0,66,60,47,45,190,10,0,0,40,79,183,116,0,0,37,134,165,82,418,418,234,1,64,119,105,3,121,189,114,3,106,195,95,3,57,263,248,2,36,132,326,1,46,45,0,0,10,22,70,80,236,0,0,17,26,71,100,204,0,4,41,134,149,90,0,0,4,32,74,308,0,0,32,76,113,197,310,2,79,27,310,4,17,87,310,7,29,72,0,0,250,168,250,0,100,68,318,1,15,7,11,9,3,1,53,68,0,10,50,12,41,1,7,39,5,5,13,17,9,3,8,130,0,4,144,263,5,2,0,0,418,0,0,0,0,0,0,11,10,198,154,45,11,1,52,91,140,93,30,4.293333333333333,6.892069718161592,1.3,0.5712405705774795,13.1525,3.857160609817125,3.354430379746835,1.3983127494475698
