"date","country","region","population","p_cases_infected","p_cases_recent","p_cases_active"
2020-07-08,"CH","CHSZ",160480,0,0,0
2020-07-08,"CH","CHTG",279547,0,0,0
2020-07-08,"CH","CHTI",351491,0,0,0
2020-07-08,"CH","CHUR",36703,0,0,0
2020-07-08,"CH","CHVD",805098,0.038961038961039,NA,NA
2020-07-08,"CH","CHVS",345525,0,0,0
2020-07-08,"CH","CHZG",127642,0,0,0
2020-07-08,"CH","CHZH",1539275,0.0272727272727273,NA,NA
2020-07-09,"CH","CHAG",685845,0,NA,NA
2020-07-09,"CH","CHAI",16128,0,0,0
2020-07-09,"CH","CHAR",55445,0,0,0
2020-07-09,"CH","CHBE",1039474,0,0,0
2020-07-09,"CH","CHBL",290765,0,0,0
2020-07-09,"CH","CHBS",201469,0,0,0
2020-07-09,"CH","CHFR",321783,0,NA,NA
2020-07-09,"CH","CHGE",504128,0.0588235294117647,NA,NA
2020-07-09,"CH","CHGL",40590,0,0,0
2020-07-09,"CH","CHGR",199021,0,0,0
2020-07-09,"CH","CHJU",73584,0,0,0
2020-07-09,"CH","CHLU",413120,0,0,0
2020-07-09,"CH","CHNE",176496,0,0,0
2020-07-09,"CH","CHNW",43087,0,0,0
2020-07-09,"CH","CHOW",37930,0,0,0
2020-07-09,"CH","CHSG",510734,0,0,0
2020-07-09,"CH","CHSH",82348,0,0,0
2020-07-09,"CH","CHSO",275247,0,0,0
2020-07-09,"CH","CHSZ",160480,0,0,0
2020-07-09,"CH","CHTG",279547,0,0,0
2020-07-09,"CH","CHTI",351491,0,0,0
2020-07-09,"CH","CHUR",36703,0,0,0
2020-07-09,"CH","CHVD",805098,0.038961038961039,NA,NA
2020-07-09,"CH","CHVS",345525,0,0,0
2020-07-09,"CH","CHZG",127642,0,0,0
2020-07-09,"CH","CHZH",1539275,0.0272727272727273,NA,NA
2020-07-10,"CH","CHAG",685845,0,NA,NA
2020-07-10,"CH","CHAI",16128,0,0,0
2020-07-10,"CH","CHAR",55445,0,0,0
2020-07-10,"CH","CHBE",1039474,0,0,0
2020-07-10,"CH","CHBL",290765,0,0,0
2020-07-10,"CH","CHBS",201469,0,0,0
2020-07-10,"CH","CHFR",321783,0,NA,NA
2020-07-10,"CH","CHGE",504128,0.0588235294117647,NA,NA
2020-07-10,"CH","CHGL",40590,0,0,0
2020-07-10,"CH","CHGR",199021,0,0,0
2020-07-10,"CH","CHJU",73584,0,0,0
2020-07-10,"CH","CHLU",413120,0,0,0
2020-07-10,"CH","CHNE",176496,0,0,0
2020-07-10,"CH","CHNW",43087,0,0,0
2020-07-10,"CH","CHOW",37930,0,0,0
2020-07-10,"CH","CHSG",510734,0,0,0
2020-07-10,"CH","CHSH",82348,0,0,0
2020-07-10,"CH","CHSO",275247,0,0,0
2020-07-10,"CH","CHSZ",160480,0,0,0
2020-07-10,"CH","CHTG",279547,0,0,0
2020-07-10,"CH","CHTI",351491,0,0,0
2020-07-10,"CH","CHUR",36703,0,0,0
2020-07-10,"CH","CHVD",805098,0.038961038961039,NA,NA
2020-07-10,"CH","CHVS",345525,0,0,0
2020-07-10,"CH","CHZG",127642,0,0,0
2020-07-10,"CH","CHZH",1539275,0.0272727272727273,NA,NA
2020-07-11,"CH","CHAG",685845,0,NA,NA
2020-07-11,"CH","CHAI",16128,0,0,0
2020-07-11,"CH","CHAR",55445,0,0,0
2020-07-11,"CH","CHBE",1039474,0,0,0
2020-07-11,"CH","CHBL",290765,0,0,0
2020-07-11,"CH","CHBS",201469,0,0,0
2020-07-11,"CH","CHFR",321783,0,NA,NA
2020-07-11,"CH","CHGE",504128,0.0526315789473684,NA,NA
2020-07-11,"CH","CHGL",40590,0,0,0
2020-07-11,"CH","CHGR",199021,0,0,0
2020-07-11,"CH","CHJU",73584,0,0,0
2020-07-11,"CH","CHLU",413120,0,0,0
2020-07-11,"CH","CHNE",176496,0,0,0
2020-07-11,"CH","CHNW",43087,0,0,0
2020-07-11,"CH","CHOW",37930,0,0,0
2020-07-11,"CH","CHSG",510734,0,0,0
2020-07-11,"CH","CHSH",82348,0,0,0
2020-07-11,"CH","CHSO",275247,0,0,0
2020-07-11,"CH","CHSZ",160480,0,0,0
2020-07-11,"CH","CHTG",279547,0,0,0
2020-07-11,"CH","CHTI",351491,0,0,0
2020-07-11,"CH","CHUR",36703,0,0,0
2020-07-11,"CH","CHVD",805098,0.038961038961039,NA,NA
2020-07-11,"CH","CHVS",345525,0,0,0
2020-07-11,"CH","CHZG",127642,0,0,0
2020-07-11,"CH","CHZH",1539275,0.0272727272727273,NA,NA
2020-07-12,"CH","CHAG",685845,0,NA,NA
2020-07-12,"CH","CHAI",16128,0,0,0
2020-07-12,"CH","CHAR",55445,0,0,0
2020-07-12,"CH","CHBE",1039474,0,0,0
2020-07-12,"CH","CHBL",290765,0,0,0
2020-07-12,"CH","CHBS",201469,0,0,0
2020-07-12,"CH","CHFR",321783,0,NA,NA
2020-07-12,"CH","CHGE",504128,0.0526315789473684,NA,NA
2020-07-12,"CH","CHGL",40590,0,0,0
2020-07-12,"CH","CHGR",199021,0,0,0
2020-07-12,"CH","CHJU",73584,0,0,0
2020-07-12,"CH","CHLU",413120,0,0,0
2020-07-12,"CH","CHNE",176496,0,0,0
2020-07-12,"CH","CHNW",43087,0,0,0
2020-07-12,"CH","CHOW",37930,0,0,0
2020-07-12,"CH","CHSG",510734,0,0,0
2020-07-12,"CH","CHSH",82348,0,0,0
2020-07-12,"CH","CHSO",275247,0,0,0
2020-07-12,"CH","CHSZ",160480,0,0,0
2020-07-12,"CH","CHTG",279547,0,0,0
2020-07-12,"CH","CHTI",351491,0,0,0
2020-07-12,"CH","CHUR",36703,0,0,0
2020-07-12,"CH","CHVD",805098,0.038961038961039,NA,NA
2020-07-12,"CH","CHVS",345525,0,0,0
2020-07-12,"CH","CHZG",127642,0,0,0
2020-07-12,"CH","CHZH",1539275,0.0272727272727273,NA,NA
2020-07-13,"CH","CHAG",685845,0,NA,NA
2020-07-13,"CH","CHAI",16128,0,0,0
2020-07-13,"CH","CHAR",55445,0,0,0
2020-07-13,"CH","CHBE",1039474,0,0,0
2020-07-13,"CH","CHBL",290765,0,0,0
2020-07-13,"CH","CHBS",201469,0,0,0
2020-07-13,"CH","CHFR",321783,0,NA,NA
2020-07-13,"CH","CHGE",504128,0.0526315789473684,NA,NA
2020-07-13,"CH","CHGL",40590,0,0,0
2020-07-13,"CH","CHGR",199021,0,0,0
2020-07-13,"CH","CHJU",73584,0,0,0
2020-07-13,"CH","CHLU",413120,0,0,0
2020-07-13,"CH","CHNE",176496,0,0,0
2020-07-13,"CH","CHNW",43087,0,0,0
2020-07-13,"CH","CHOW",37930,0,0,0
2020-07-13,"CH","CHSG",510734,0,0,0
2020-07-13,"CH","CHSH",82348,0,0,0
2020-07-13,"CH","CHSO",275247,0,0,0
2020-07-13,"CH","CHSZ",160480,0,0,0
2020-07-13,"CH","CHTG",279547,0,0,0
2020-07-13,"CH","CHTI",351491,0,0,0
2020-07-13,"CH","CHUR",36703,0,0,0
2020-07-13,"CH","CHVD",805098,0.038961038961039,NA,NA
2020-07-13,"CH","CHVS",345525,0,0,0
2020-07-13,"CH","CHZG",127642,0,0,0
2020-07-13,"CH","CHZH",1539275,0.0272727272727273,NA,NA
2020-07-14,"CH","CHAG",685845,0,NA,NA
2020-07-14,"CH","CHAI",16128,0,0,0
2020-07-14,"CH","CHAR",55445,0,0,0
2020-07-14,"CH","CHBE",1039474,0,0,0
2020-07-14,"CH","CHBL",290765,0,0,0
2020-07-14,"CH","CHBS",201469,0,0,0
2020-07-14,"CH","CHFR",321783,0,NA,NA
2020-07-14,"CH","CHGE",504128,0.0526315789473684,NA,NA
2020-07-14,"CH","CHGL",40590,0,0,0
2020-07-14,"CH","CHGR",199021,0,0,0
2020-07-14,"CH","CHJU",73584,0,0,0
2020-07-14,"CH","CHLU",413120,0,0,0
2020-07-14,"CH","CHNE",176496,0,0,0
2020-07-14,"CH","CHNW",43087,0,0,0
2020-07-14,"CH","CHOW",37930,0,0,0
2020-07-14,"CH","CHSG",510734,0,0,0
2020-07-14,"CH","CHSH",82348,0,0,0
2020-07-14,"CH","CHSO",275247,0,0,0
2020-07-14,"CH","CHSZ",160480,0,0,0
2020-07-14,"CH","CHTG",279547,0,0,0
2020-07-14,"CH","CHTI",351491,0,0,0
2020-07-14,"CH","CHUR",36703,0,0,0
2020-07-14,"CH","CHVD",805098,0.038961038961039,NA,NA
2020-07-14,"CH","CHVS",345525,0,0,0
2020-07-14,"CH","CHZG",127642,0,0,0
2020-07-14,"CH","CHZH",1539275,0.0272727272727273,NA,NA
2020-07-15,"CH","CHAG",685845,0,NA,NA
2020-07-15,"CH","CHAI",16128,0,0,0
2020-07-15,"CH","CHAR",55445,0,0,0
2020-07-15,"CH","CHBE",1039474,0,0,0
2020-07-15,"CH","CHBL",290765,0,0,0
2020-07-15,"CH","CHBS",201469,0,0,0
2020-07-15,"CH","CHFR",321783,0,NA,NA
2020-07-15,"CH","CHGE",504128,0.0526315789473684,NA,NA
2020-07-15,"CH","CHGL",40590,0,0,0
2020-07-15,"CH","CHGR",199021,0,0,0
2020-07-15,"CH","CHJU",73584,0,0,0
2020-07-15,"CH","CHLU",413120,0,0,0
2020-07-15,"CH","CHNE",176496,0,0,0
2020-07-15,"CH","CHNW",43087,0,0,0
2020-07-15,"CH","CHOW",37930,0,0,0
2020-07-15,"CH","CHSG",510734,0,0,0
2020-07-15,"CH","CHSH",82348,0,0,0
2020-07-15,"CH","CHSO",275247,0,0,0
2020-07-15,"CH","CHSZ",160480,0,0,0
2020-07-15,"CH","CHTG",279547,0,0,0
2020-07-15,"CH","CHTI",351491,0,0,0
2020-07-15,"CH","CHUR",36703,0,0,0
2020-07-15,"CH","CHVD",805098,0.038961038961039,NA,NA
2020-07-15,"CH","CHVS",345525,0,0,0
2020-07-15,"CH","CHZG",127642,0,0,0
2020-07-15,"CH","CHZH",1539275,0.0272727272727273,NA,NA
2020-07-16,"CH","CHAG",685845,0,NA,NA
2020-07-16,"CH","CHAI",16128,0,0,0
2020-07-16,"CH","CHAR",55445,0,0,0
2020-07-16,"CH","CHBE",1039474,0,0,0
2020-07-16,"CH","CHBL",290765,0,0,0
2020-07-16,"CH","CHBS",201469,0,0,0
2020-07-16,"CH","CHFR",321783,0,NA,NA
2020-07-16,"CH","CHGE",504128,0.0526315789473684,NA,NA
2020-07-16,"CH","CHGL",40590,0,0,0
2020-07-16,"CH","CHGR",199021,0,0,0
2020-07-16,"CH","CHJU",73584,0,0,0
2020-07-16,"CH","CHLU",413120,0,0,0
2020-07-16,"CH","CHNE",176496,0,0,0
2020-07-16,"CH","CHNW",43087,0,0,0
2020-07-16,"CH","CHOW",37930,0,0,0
2020-07-16,"CH","CHSG",510734,0,0,0
2020-07-16,"CH","CHSH",82348,0,0,0
2020-07-16,"CH","CHSO",275247,0,0,0
2020-07-16,"CH","CHSZ",160480,0,0,0
2020-07-16,"CH","CHTG",279547,0,0,0
2020-07-16,"CH","CHTI",351491,0,0,0
2020-07-16,"CH","CHUR",36703,0,0,0
2020-07-16,"CH","CHVD",805098,0.038961038961039,NA,NA
2020-07-16,"CH","CHVS",345525,0,0,0
2020-07-16,"CH","CHZG",127642,0,0,0
2020-07-16,"CH","CHZH",1539275,0.0272727272727273,NA,NA
2020-07-17,"CH","CHAG",685845,0,NA,NA
2020-07-17,"CH","CHAI",16128,0,0,0
2020-07-17,"CH","CHAR",55445,0,0,0
2020-07-17,"CH","CHBE",1039474,0,0,0
2020-07-17,"CH","CHBL",290765,0,0,0
2020-07-17,"CH","CHBS",201469,0,0,0
2020-07-17,"CH","CHFR",321783,0,NA,NA
2020-07-17,"CH","CHGE",504128,0.0526315789473684,NA,NA
2020-07-17,"CH","CHGL",40590,0,0,0
2020-07-17,"CH","CHGR",199021,0,0,0
2020-07-17,"CH","CHJU",73584,0,0,0
2020-07-17,"CH","CHLU",413120,0,0,0
2020-07-17,"CH","CHNE",176496,0,0,0
2020-07-17,"CH","CHNW",43087,0,0,0
2020-07-17,"CH","CHOW",37930,0,0,0
2020-07-17,"CH","CHSG",510734,0,0,0
2020-07-17,"CH","CHSH",82348,0,0,0
2020-07-17,"CH","CHSO",275247,0,0,0
2020-07-17,"CH","CHSZ",160480,0,0,0
2020-07-17,"CH","CHTG",279547,0,0,0
2020-07-17,"CH","CHTI",351491,0,0,0
2020-07-17,"CH","CHUR",36703,0,0,0
2020-07-17,"CH","CHVD",805098,0.038961038961039,NA,NA
2020-07-17,"CH","CHVS",345525,0,0,0
2020-07-17,"CH","CHZG",127642,0,0,0
2020-07-17,"CH","CHZH",1539275,0.0272727272727273,NA,NA
2020-07-18,"CH","CHAG",685845,0,NA,NA
2020-07-18,"CH","CHAI",16128,0,0,0
2020-07-18,"CH","CHAR",55445,0,0,0
2020-07-18,"CH","CHBE",1039474,0,0,0
2020-07-18,"CH","CHBL",290765,0,0,0
2020-07-18,"CH","CHBS",201469,0,0,0
2020-07-18,"CH","CHFR",321783,0,NA,NA
2020-07-18,"CH","CHGE",504128,0.0526315789473684,NA,NA
2020-07-18,"CH","CHGL",40590,0,0,0
2020-07-18,"CH","CHGR",199021,0,0,0
2020-07-18,"CH","CHJU",73584,0,0,0
2020-07-18,"CH","CHLU",413120,0,0,0
2020-07-18,"CH","CHNE",176496,0,0,0
2020-07-18,"CH","CHNW",43087,0,0,0
2020-07-18,"CH","CHOW",37930,0,0,0
2020-07-18,"CH","CHSG",510734,0,0,0
2020-07-18,"CH","CHSH",82348,0,0,0
2020-07-18,"CH","CHSO",275247,0,0,0
2020-07-18,"CH","CHSZ",160480,0,0,0
2020-07-18,"CH","CHTG",279547,0,0,0
2020-07-18,"CH","CHTI",351491,0,0,0
2020-07-18,"CH","CHUR",36703,0,0,0
2020-07-18,"CH","CHVD",805098,0.038961038961039,NA,NA
2020-07-18,"CH","CHVS",345525,0,0,0
2020-07-18,"CH","CHZG",127642,0,0,0
2020-07-18,"CH","CHZH",1539275,0.0272727272727273,NA,NA
2020-07-19,"CH","CHAG",685845,0,NA,NA
2020-07-19,"CH","CHAI",16128,0,0,0
2020-07-19,"CH","CHAR",55445,0,0,0
2020-07-19,"CH","CHBE",1039474,0,0,0
2020-07-19,"CH","CHBL",290765,0,0,0
2020-07-19,"CH","CHBS",201469,0,0,0
2020-07-19,"CH","CHFR",321783,0,NA,NA
2020-07-19,"CH","CHGE",504128,0.0526315789473684,NA,NA
2020-07-19,"CH","CHGL",40590,0,0,0
2020-07-19,"CH","CHGR",199021,0,0,0
2020-07-19,"CH","CHJU",73584,0,0,0
2020-07-19,"CH","CHLU",413120,0,0,0
2020-07-19,"CH","CHNE",176496,0,0,0
2020-07-19,"CH","CHNW",43087,0,0,0
2020-07-19,"CH","CHOW",37930,0,0,0
2020-07-19,"CH","CHSG",510734,0,0,0
2020-07-19,"CH","CHSH",82348,0,0,0
2020-07-19,"CH","CHSO",275247,0,0,0
2020-07-19,"CH","CHSZ",160480,0,0,0
2020-07-19,"CH","CHTG",279547,0,0,0
2020-07-19,"CH","CHTI",351491,0,0,0
2020-07-19,"CH","CHUR",36703,0,0,0
2020-07-19,"CH","CHVD",805098,0.038961038961039,NA,NA
2020-07-19,"CH","CHVS",345525,0,0,0
2020-07-19,"CH","CHZG",127642,0,0,0
2020-07-19,"CH","CHZH",1539275,0.0272727272727273,NA,NA
2020-07-20,"CH","CHAG",685845,0,NA,NA
2020-07-20,"CH","CHAI",16128,0,0,0
2020-07-20,"CH","CHAR",55445,0,0,0
2020-07-20,"CH","CHBE",1039474,0,0,0
2020-07-20,"CH","CHBL",290765,0,0,0
2020-07-20,"CH","CHBS",201469,0,0,0
2020-07-20,"CH","CHFR",321783,0,NA,NA
2020-07-20,"CH","CHGE",504128,0.0526315789473684,NA,NA
2020-07-20,"CH","CHGL",40590,0,0,0
2020-07-20,"CH","CHGR",199021,0,0,0
2020-07-20,"CH","CHJU",73584,0,0,0
2020-07-20,"CH","CHLU",413120,0,0,0
2020-07-20,"CH","CHNE",176496,0,0,0
2020-07-20,"CH","CHNW",43087,0,0,0
2020-07-20,"CH","CHOW",37930,0,0,0
2020-07-20,"CH","CHSG",510734,0,0,0
2020-07-20,"CH","CHSH",82348,0,0,0
2020-07-20,"CH","CHSO",275247,0,0,0
2020-07-20,"CH","CHSZ",160480,0,0,0
2020-07-20,"CH","CHTG",279547,0,0,0
2020-07-20,"CH","CHTI",351491,0,0,0
2020-07-20,"CH","CHUR",36703,0,0,0
2020-07-20,"CH","CHVD",805098,0.038961038961039,NA,NA
2020-07-20,"CH","CHVS",345525,0,0,0
2020-07-20,"CH","CHZG",127642,0,0,0
2020-07-20,"CH","CHZH",1539275,0.0272727272727273,NA,NA
2020-07-21,"CH","CHAG",685845,0,NA,NA
2020-07-21,"CH","CHAI",16128,0,0,0
2020-07-21,"CH","CHAR",55445,0,0,0
2020-07-21,"CH","CHBE",1039474,0,0,0
2020-07-21,"CH","CHBL",290765,0,0,0
2020-07-21,"CH","CHBS",201469,0,0,0
2020-07-21,"CH","CHFR",321783,0,NA,NA
2020-07-21,"CH","CHGE",504128,0.0526315789473684,NA,NA
2020-07-21,"CH","CHGL",40590,0,0,0
2020-07-21,"CH","CHGR",199021,0,0,0
2020-07-21,"CH","CHJU",73584,0,0,0
2020-07-21,"CH","CHLU",413120,0,0,0
2020-07-21,"CH","CHNE",176496,0,0,0
2020-07-21,"CH","CHNW",43087,0,0,0
2020-07-21,"CH","CHOW",37930,0,0,0
2020-07-21,"CH","CHSG",510734,0,0,0
2020-07-21,"CH","CHSH",82348,0,0,0
2020-07-21,"CH","CHSO",275247,0,0,0
2020-07-21,"CH","CHSZ",160480,0,0,0
2020-07-21,"CH","CHTG",279547,0,0,0
2020-07-21,"CH","CHTI",351491,0,0,0
2020-07-21,"CH","CHUR",36703,0,0,0
2020-07-21,"CH","CHVD",805098,0.038961038961039,NA,NA
2020-07-21,"CH","CHVS",345525,0,0,0
2020-07-21,"CH","CHZG",127642,0,0,0
2020-07-21,"CH","CHZH",1539275,0.0272727272727273,NA,NA
2020-07-22,"CH","CHAG",685845,0,NA,NA
2020-07-22,"CH","CHAI",16128,0,0,0
2020-07-22,"CH","CHAR",55445,0,0,0
2020-07-22,"CH","CHBE",1039474,0,0,0
2020-07-22,"CH","CHBL",290765,0,0,0
2020-07-22,"CH","CHBS",201469,0,0,0
2020-07-22,"CH","CHFR",321783,0,NA,NA
2020-07-22,"CH","CHGE",504128,0.0526315789473684,NA,NA
2020-07-22,"CH","CHGL",40590,0,0,0
2020-07-22,"CH","CHGR",199021,0,0,0
2020-07-22,"CH","CHJU",73584,0,0,0
2020-07-22,"CH","CHLU",413120,0,0,0
2020-07-22,"CH","CHNE",176496,0,0,0
2020-07-22,"CH","CHNW",43087,0,0,0
2020-07-22,"CH","CHOW",37930,0,0,0
2020-07-22,"CH","CHSG",510734,0,0,0
2020-07-22,"CH","CHSH",82348,0,0,0
2020-07-22,"CH","CHSO",275247,0,0,0
2020-07-22,"CH","CHSZ",160480,0,0,0
2020-07-22,"CH","CHTG",279547,0,0,0
2020-07-22,"CH","CHTI",351491,0,0,0
2020-07-22,"CH","CHUR",36703,0,0,0
2020-07-22,"CH","CHVD",805098,0.038961038961039,NA,NA
2020-07-22,"CH","CHVS",345525,0,0,0
2020-07-22,"CH","CHZG",127642,0,0,0
2020-07-22,"CH","CHZH",1539275,0.0272727272727273,NA,NA
2020-07-23,"CH","CHAG",685845,0,NA,NA
2020-07-23,"CH","CHAI",16128,0,0,0
2020-07-23,"CH","CHAR",55445,0,0,0
2020-07-23,"CH","CHBE",1039474,0,0,0
2020-07-23,"CH","CHBL",290765,0,0,0
2020-07-23,"CH","CHBS",201469,0,0,0
2020-07-23,"CH","CHFR",321783,0,NA,NA
2020-07-23,"CH","CHGE",504128,0.0526315789473684,NA,NA
2020-07-23,"CH","CHGL",40590,0,0,0
2020-07-23,"CH","CHGR",199021,0,0,0
2020-07-23,"CH","CHJU",73584,0,0,0
2020-07-23,"CH","CHLU",413120,0,0,0
2020-07-23,"CH","CHNE",176496,0,0,0
2020-07-23,"CH","CHNW",43087,0,0,0
2020-07-23,"CH","CHOW",37930,0,0,0
2020-07-23,"CH","CHSG",510734,0,0,0
2020-07-23,"CH","CHSH",82348,0,0,0
2020-07-23,"CH","CHSO",275247,0,0,0
2020-07-23,"CH","CHSZ",160480,0,0,0
2020-07-23,"CH","CHTG",279547,0,0,0
2020-07-23,"CH","CHTI",351491,0,0,0
2020-07-23,"CH","CHUR",36703,0,0,0
2020-07-23,"CH","CHVD",805098,0.038961038961039,NA,NA
2020-07-23,"CH","CHVS",345525,0,0,0
2020-07-23,"CH","CHZG",127642,0,0,0
2020-07-23,"CH","CHZH",1539275,0.0272727272727273,NA,NA
2020-07-24,"CH","CHAG",685845,0,NA,NA
2020-07-24,"CH","CHAI",16128,0,0,0
2020-07-24,"CH","CHAR",55445,0,0,0
2020-07-24,"CH","CHBE",1039474,0,0,0
2020-07-24,"CH","CHBL",290765,0,0,0
2020-07-24,"CH","CHBS",201469,0,0,0
2020-07-24,"CH","CHFR",321783,0,NA,NA
2020-07-24,"CH","CHGE",504128,0.0526315789473684,NA,NA
2020-07-24,"CH","CHGL",40590,0,0,0
2020-07-24,"CH","CHGR",199021,0,0,0
2020-07-24,"CH","CHJU",73584,0,0,0
2020-07-24,"CH","CHLU",413120,0,0,0
2020-07-24,"CH","CHNE",176496,0,0,0
2020-07-24,"CH","CHNW",43087,0,0,0
2020-07-24,"CH","CHOW",37930,0,0,0
2020-07-24,"CH","CHSG",510734,0,0,0
2020-07-24,"CH","CHSH",82348,0,0,0
2020-07-24,"CH","CHSO",275247,0,0,0
2020-07-24,"CH","CHSZ",160480,0,0,0
2020-07-24,"CH","CHTG",279547,0,0,0
2020-07-24,"CH","CHTI",351491,0,0,0
2020-07-24,"CH","CHUR",36703,0,0,0
2020-07-24,"CH","CHVD",805098,0.038961038961039,NA,NA
2020-07-24,"CH","CHVS",345525,0,0,0
2020-07-24,"CH","CHZG",127642,0,0,0
2020-07-24,"CH","CHZH",1539275,0.0272727272727273,NA,NA
2020-07-25,"CH","CHAG",685845,0,NA,NA
2020-07-25,"CH","CHAI",16128,0,0,0
2020-07-25,"CH","CHAR",55445,0,0,0
2020-07-25,"CH","CHBE",1039474,0,0,0
2020-07-25,"CH","CHBL",290765,0,0,0
2020-07-25,"CH","CHBS",201469,0,0,0
2020-07-25,"CH","CHFR",321783,0,NA,NA
2020-07-25,"CH","CHGE",504128,0.0526315789473684,NA,NA
2020-07-25,"CH","CHGL",40590,0,0,0
2020-07-25,"CH","CHGR",199021,0,0,0
2020-07-25,"CH","CHJU",73584,0,0,0
2020-07-25,"CH","CHLU",413120,0,0,0
2020-07-25,"CH","CHNE",176496,0,0,0
2020-07-25,"CH","CHNW",43087,0,0,0
2020-07-25,"CH","CHOW",37930,0,0,0
2020-07-25,"CH","CHSG",510734,0,0,0
2020-07-25,"CH","CHSH",82348,0,0,0
2020-07-25,"CH","CHSO",275247,0,0,0
2020-07-25,"CH","CHSZ",160480,0,0,0
2020-07-25,"CH","CHTG",279547,0,0,0
2020-07-25,"CH","CHTI",351491,0,0,0
2020-07-25,"CH","CHUR",36703,0,0,0
2020-07-25,"CH","CHVD",805098,0.038961038961039,NA,NA
2020-07-25,"CH","CHVS",345525,0,0,0
2020-07-25,"CH","CHZG",127642,0,0,0
2020-07-25,"CH","CHZH",1539275,0.0272727272727273,NA,NA
2020-07-26,"CH","CHAG",685845,0,NA,NA
2020-07-26,"CH","CHAI",16128,0,0,0
2020-07-26,"CH","CHAR",55445,0,0,0
2020-07-26,"CH","CHBE",1039474,0,0,0
2020-07-26,"CH","CHBL",290765,0,0,0
2020-07-26,"CH","CHBS",201469,0,0,0
2020-07-26,"CH","CHFR",321783,0,NA,NA
2020-07-26,"CH","CHGE",504128,0.0526315789473684,NA,NA
2020-07-26,"CH","CHGL",40590,0,0,0
2020-07-26,"CH","CHGR",199021,0,0,0
2020-07-26,"CH","CHJU",73584,0,0,0
2020-07-26,"CH","CHLU",413120,0,0,0
2020-07-26,"CH","CHNE",176496,0,0,0
2020-07-26,"CH","CHNW",43087,0,0,0
2020-07-26,"CH","CHOW",37930,0,0,0
2020-07-26,"CH","CHSG",510734,0,0,0
2020-07-26,"CH","CHSH",82348,0,0,0
2020-07-26,"CH","CHSO",275247,0,0,0
2020-07-26,"CH","CHSZ",160480,0,0,0
2020-07-26,"CH","CHTG",279547,0,0,0
2020-07-26,"CH","CHTI",351491,0,0,0
2020-07-26,"CH","CHUR",36703,0,0,0
2020-07-26,"CH","CHVD",805098,0.038961038961039,NA,NA
2020-07-26,"CH","CHVS",345525,0,0,0
2020-07-26,"CH","CHZG",127642,0,0,0
2020-07-26,"CH","CHZH",1539275,0.0272727272727273,NA,NA
2020-07-27,"CH","CHAG",685845,0,NA,NA
2020-07-27,"CH","CHAI",16128,0,0,0
2020-07-27,"CH","CHAR",55445,0,0,0
2020-07-27,"CH","CHBE",1039474,0,0,0
2020-07-27,"CH","CHBL",290765,0,0,0
2020-07-27,"CH","CHBS",201469,0,0,0
2020-07-27,"CH","CHFR",321783,0,NA,NA
2020-07-27,"CH","CHGE",504128,0.0526315789473684,NA,NA
2020-07-27,"CH","CHGL",40590,0,0,0
2020-07-27,"CH","CHGR",199021,0,0,0
2020-07-27,"CH","CHJU",73584,0,0,0
2020-07-27,"CH","CHLU",413120,0,0,0
2020-07-27,"CH","CHNE",176496,0,0,0
2020-07-27,"CH","CHNW",43087,0,0,0
2020-07-27,"CH","CHOW",37930,0,0,0
2020-07-27,"CH","CHSG",510734,0,0,0
2020-07-27,"CH","CHSH",82348,0,0,0
2020-07-27,"CH","CHSO",275247,0,0,0
2020-07-27,"CH","CHSZ",160480,0,0,0
2020-07-27,"CH","CHTG",279547,0,0,0
2020-07-27,"CH","CHTI",351491,0,0,0
2020-07-27,"CH","CHUR",36703,0,0,0
2020-07-27,"CH","CHVD",805098,0.038961038961039,NA,NA
2020-07-27,"CH","CHVS",345525,0,0,0
2020-07-27,"CH","CHZG",127642,0,0,0
2020-07-27,"CH","CHZH",1539275,0.0260869565217391,0,0
2020-07-28,"CH","CHAG",685845,0,NA,NA
2020-07-28,"CH","CHAI",16128,0,0,0
2020-07-28,"CH","CHAR",55445,0,0,0
2020-07-28,"CH","CHBE",1039474,0,0,0
2020-07-28,"CH","CHBL",290765,0,0,0
2020-07-28,"CH","CHBS",201469,0,0,0
2020-07-28,"CH","CHFR",321783,0,NA,NA
2020-07-28,"CH","CHGE",504128,0.0526315789473684,NA,NA
2020-07-28,"CH","CHGL",40590,0,0,0
2020-07-28,"CH","CHGR",199021,0,0,0
2020-07-28,"CH","CHJU",73584,0,0,0
2020-07-28,"CH","CHLU",413120,0,0,0
2020-07-28,"CH","CHNE",176496,0,0,0
2020-07-28,"CH","CHNW",43087,0,0,0
2020-07-28,"CH","CHOW",37930,0,0,0
2020-07-28,"CH","CHSG",510734,0,0,0
2020-07-28,"CH","CHSH",82348,0,0,0
2020-07-28,"CH","CHSO",275247,0,0,0
2020-07-28,"CH","CHSZ",160480,0,0,0
2020-07-28,"CH","CHTG",279547,0,0,0
2020-07-28,"CH","CHTI",351491,0,0,0
2020-07-28,"CH","CHUR",36703,0,0,0
2020-07-28,"CH","CHVD",805098,0.038961038961039,NA,NA
2020-07-28,"CH","CHVS",345525,0,0,0
2020-07-28,"CH","CHZG",127642,0,0,0
2020-07-28,"CH","CHZH",1539275,0.0260869565217391,0,0
2020-07-29,"CH","CHAG",685845,0,NA,NA
2020-07-29,"CH","CHAI",16128,0,0,0
2020-07-29,"CH","CHAR",55445,0,0,0
