"Timestamp","Country","ISO.3166.1.a2","Region","ISO.3166.2","Language","Reach","Cases","Visibility","Recovered","Fatalities","RecentCases","RecentCases14","PositiveTest14Days","PositiveTest07Days","LongCovid","StillSick","Tested","Positive","Hospital","Severe","ICU","Vaccinated","RecentVaccinated","VaccineSideEffects","RefuseVaccine","ContactsDoctors","Surveyfirst","Surveyknown","Surveyforward","Dataset","Cookie","Campaign"
"2020-03-26","Japan","JP","茨城","JP08",,20,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-26","Japan","JP","神奈川","JP14",,20,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-26","Japan","JP","京都","JP26",,1,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-26","Japan","JP","東京","JP13",,20,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-26","Japan","JP","東京","JP13",,5,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-26","Japan","JP","東京","JP13",,15,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-26","Japan","JP","福岡","JP40",,100,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-26","Japan","JP","東京","JP13",,50,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-26","Japan","JP","東京","JP13",,30,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-26","Japan","JP","","",,50,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-26","Japan","JP","東京","JP13",,30,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-26","Japan","JP","埼玉","JP11",,6,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-26","Japan","JP","神奈川","JP14",,7,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-26","Japan","JP","東京","JP13",,20,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-26","Japan","JP","東京","JP13",,100,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-26","Japan","JP","新潟","JP15",,20,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-26","Japan","JP","埼玉","JP11",,50,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-26","Japan","JP","神奈川","JP14",,8,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-26","Japan","JP","大阪","JP27",,30,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-26","Japan","JP","福岡","JP40",,80,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-26","Japan","JP","東京","JP13",,150,5,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-26","Japan","JP","東京","JP13",,210,150,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-26","Japan","JP","東京","JP13",,150,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-26","Japan","JP","東京","JP13",,5,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-26","Japan","JP","神奈川","JP14",,100,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-26","Japan","JP","茨城","JP08",,3,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-26","Japan","JP","東京","JP13",,15,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-26","Japan","JP","神奈川","JP14",,100,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-26","Japan","JP","東京","JP13",,600,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-26","Japan","JP","東京","JP13",,20,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-26","Japan","JP","京都","JP26",,5,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-26","Japan","JP","茨城","JP08",,20,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-26","Japan","JP","鳥取","JP31",,35,42,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-26","Japan","JP","東京","JP13",,10,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-26","Japan","JP","山口","JP35",,10,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-26","Japan","JP","千葉","JP12",,30,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-26","Japan","JP","神奈川","JP14",,20,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-27","Japan","JP","神奈川","JP14",,150,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-27","Japan","JP","東京","JP13",,60,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-27","Japan","JP","東京","JP13",,20,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-27","Japan","JP","東京","JP13",,10,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-27","Japan","JP","東京","JP13",,4,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-27","Japan","JP","東京","JP13",,400,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-27","Japan","JP","東京","JP13",,150,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-27","Japan","JP","","",,100,87,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-27","Japan","JP","神奈川","JP14",,80,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-27","Japan","JP","東京","JP13",,30,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-27","Japan","JP","東京","JP13",,500,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-27","Japan","JP","北海道","JP01",,40,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-28","Japan","JP","北海道","JP01",,22,1,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-28","Japan","JP","神奈川","JP14",,300,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-29","Japan","JP","神奈川","JP14",,2,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-30","Japan","JP","茨城","JP08",,3,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-30","Japan","JP","長野","JP20",,10,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-30","Japan","JP","東京","JP13",,5,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-30","Japan","JP","東京","JP13",,30,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-30","Japan","JP","東京","JP13",,50,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
"2020-03-30","Japan","JP","東京","JP13",,5,0,,,,,,,,,,,,,,,,,,,,,,,"JP-raw-csv",,
