"date","region","population","sample_size","reach","sample_size_recent","reach_recent","p_infected","p_infected_low","p_infected_high","p_fatalities","p_fatalities_low","p_fatalities_high","p_recent","p_recent_low","p_recent_high","p_daily","p_daily_low","p_daily_high","p_active","p_active_low","p_active_high"
"2022/07/01","CLAI",103158,2,15,2,15,0.266666666666667,0.0428782824246736,0.49045505090866,0,0,0,0,0,0,0,0,0,0,0,0
"2022/07/02","CLAI",103158,2,15,2,15,0.266666666666667,0.0428782824246736,0.49045505090866,0,0,0,0,0,0,0,0,0,0,0,0
"2022/07/03","CLAI",103158,2,15,2,15,0.266666666666667,0.0428782824246736,0.49045505090866,0,0,0,0,0,0,0,0,0,0,0,0
"2022/07/04","CLAI",103158,2,15,2,15,0.266666666666667,0.0428782824246736,0.49045505090866,0,0,0,0,0,0,0,0,0,0,0,0
"2022/07/05","CLAI",103158,2,15,2,15,0.266666666666667,0.0428782824246736,0.49045505090866,0,0,0,0,0,0,0,0,0,0,0,0
"2022/07/06","CLAI",103158,2,15,2,15,0.266666666666667,0.0428782824246736,0.49045505090866,0,0,0,0,0,0,0,0,0,0,0,0
"2022/07/07","CLAI",103158,2,15,2,15,0.266666666666667,0.0428782824246736,0.49045505090866,0,0,0,0,0,0,0,0,0,0,0,0
"2022/07/08","CLAI",103158,2,15,2,15,0.266666666666667,0.0428782824246736,0.49045505090866,0,0,0,0,0,0,0,0,0,0,0,0
"2022/07/09","CLAI",103158,2,15,2,15,0.266666666666667,0.0428782824246736,0.49045505090866,0,0,0,0,0,0,0,0,0,0,0,0
"2022/07/10","CLAI",103158,2,15,2,15,0.266666666666667,0.0428782824246736,0.49045505090866,0,0,0,0,0,0,0,0,0,0,0,0
"2022/07/11","CLAI",103158,2,15,2,15,0.266666666666667,0.0428782824246736,0.49045505090866,0,0,0,0,0,0,0,0,0,0,0,0
"2022/07/12","CLAI",103158,2,15,2,15,0.266666666666667,0.0428782824246736,0.49045505090866,0,0,0,0,0,0,0,0,0,0,0,0
"2022/07/13","CLAI",103158,2,15,2,15,0.266666666666667,0.0428782824246736,0.49045505090866,0,0,0,0,0,0,0,0,0,0,0,0
