"date","countrycode","population","cases","deaths","cum_cases","cum_deaths","cases_infected","cases_daily","cases_active","p_cum_cases","p_cum_deaths","p_infected","p_daily","p_active"
"2019/12/21","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/22","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/23","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/24","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/25","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/26","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/27","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/28","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/29","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/30","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/31","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/01","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/02","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/03","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/04","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/05","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/06","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/07","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/08","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/09","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/10","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/11","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/12","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/13","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/14","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/15","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/16","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/17","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/18","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/19","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/20","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/21","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/22","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/23","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/24","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/25","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/26","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/27","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/28","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/29","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/30","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/31","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/01","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/02","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/03","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/04","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/05","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/06","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/07","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/08","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/09","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/10","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/11","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/12","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/13","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/14","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/15","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/16","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/17","MC",38100,0,0,0,0,0,0,0,0,0,0,0,0
