ISO2,ISO_3,country_agg,region_agg,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope
CL,CHL,Chile,Aisén del General Carlos Ibáñez del Campo,2020-05-08,2020-05-03,102,25,6,0,0,0,0,0,0,0,0,0.00193316763325048,0.0010116572543186,0.00221813036107405,0.00356188727153906,0.00192114166113237,4.89100626450259e-05,0.00137992910668905,0.00269145192773009,0.00130155778133269,3.78620010631209e-05,0.00137170784491139,0.000817905967952327,,,,,
CL,CHL,Chile,Aisén del General Carlos Ibáñez del Campo,2020-05-09,2020-05-04,101,13,6,0,0,0,0,0,0,0,0,0.00181285734207224,0.000984568711926582,0.0027300780145518,0.00433344148959724,0.00235778640290919,5.95874946221071e-05,0.00162722367932432,0.00317378207257403,0.00154054798758285,4.48133044359841e-05,0.00132154582802731,0.000801368147206367,,,,,
CL,CHL,Chile,Aisén del General Carlos Ibáñez del Campo,2020-05-10,2020-05-04,115,14,7,0,0,0,0,0,0,0,0,0.00171463563992652,0.000897394227950139,0.00333120735285176,0.00522645435729994,0.00286791424612884,7.19572260211793e-05,0.00189615462593789,0.00369831210003631,0.00180207536370071,5.24198827913591e-05,0.00126938330374751,0.000784212429931477,,,,,
CL,CHL,Chile,Aisén del General Carlos Ibáñez del Campo,2020-05-11,2020-05-06,102,19,6,0,0,0,0,0,0,0,0,0.00207125103562552,0.00104709230302028,0.00402454015266168,0.00624162875053769,0.00345284614397775,8.60261859213081e-05,0.00218021916462045,0.00425235867205733,0.00208025956821546,6.05106378315474e-05,0.00121591738436931,0.000766652613435624,,,,,
CL,CHL,Chile,Aisén del General Carlos Ibáñez del Campo,2020-05-12,2020-05-07,105,17,6,0,0,0,0,0,0,0,0,0.00134138162307176,0.000830823879245842,0.0048077863108988,0.00737170717565674,0.00410912844978577,0.00010168909011256,0.00246999434544709,0.00481754341115763,0.00236628729361186,6.88310341054988e-05,0.00116202059775194,0.000748947721964548,,,,,
CL,CHL,Chile,Aisén del General Carlos Ibáñez del Campo,2020-05-13,2020-05-08,109,21,6,0,0,0,0,0,0,0,0,0.000646078304690528,0.000566119229699468,0.0056707515321191,0.00859893608607956,0.00482640155046109,0.000118688490255155,0.00275255659916924,0.00536865908757091,0.0026478124627917,7.70216900094398e-05,0.00110872775454953,0.000731412836309799,,,,,
CL,CHL,Chile,Aisén del General Carlos Ibáñez del Campo,2020-05-14,2020-05-08,124,15,7,0,0,0,0,0,0,0,0,0.000572540936676972,0.000501701352417407,0.00659454720088603,0.00989375990573146,0.00558667657199993,0.000136598488204801,0.00301232417291967,0.00587531527973514,0.00290973241460393,8.46443990326368e-05,0.00105720524504291,0.000714394813097348,0.00072940280663533,0.000610922485144595,0.00027206584437177,0.000268029105545207,-5.24170999780802e-05
CL,CHL,Chile,Aisén del General Carlos Ibáñez del Campo,2020-05-15,2020-05-10,101,15,6,0,0,0,0,0,0,0,0,0.000563380281690141,0.000551946987106018,0.00755036571977968,0.0112143942678545,0.00636354661698783,0.00015481705180871,0.00323224953526046,0.00630426206886727,0.00313514703751082,9.12099770095245e-05,0.0010087579814006,0.000698288690485826,0.000803381284204647,0.00066762670234644,0.000267504309322689,0.000265766508321327,-5.21313077711188e-05
CL,CHL,Chile,Aisén del General Carlos Ibáñez del Campo,2020-05-16,2020-05-11,102,15,6,0.00980392156862745,0.0191209083686488,0.00860005944681434,0.000250255015517574,0.00980392156862745,0.0191209083686488,0.00860005944681434,0.000250255015517574,0.0011156045181983,0.000772628949010082,0.00850000365839879,0.0125081697190992,0.00712279419774692,0.000172585776790433,0.00339548207626414,0.00662263418748103,0.00330696809016981,9.62251262656645e-05,0.000964761161327961,0.000683514601786607,0.000861466050924505,0.000709146658603013,0.000249887908387708,0.000250815454411515,-5.07703570699245e-05
CL,CHL,Chile,Aisén del General Carlos Ibáñez del Campo,2020-05-17,2020-05-12,104,21,6,0.00961538461538462,0.0187549838461375,0.00871691778222834,0.000253640551955956,0.00961538461538462,0.0187549838461375,0.00871691778222834,0.000253640551955956,0.000957199507725967,0.000708750837076832,0.00939810559992743,0.0137152740341829,0.00782448890652598,0.00018904350657689,0.00348766207807015,0.00680242545957242,0.00341011752795878,9.92570742545868e-05,0.000926612698377988,0.000670505894714096,0.000895594241210958,0.000728607127091372,0.000217907152241616,0.000221642993290554,-4.82174476652206e-05
CL,CHL,Chile,Aisén del General Carlos Ibáñez del Campo,2020-05-18,2020-05-13,106,19,6,0.00943396226415094,0.0184028015418055,0.00870752800144989,0.000253368532759374,0.00943396226415094,0.0184028015418055,0.00870752800144989,0.000253368532759374,0.000670690811535882,0.000587678439616141,0.0101963910987609,0.0147749840120982,0.0084266871442557,0.000203314188428797,0.00349951495688239,0.00682554783269982,0.00343399782478676,0.000100006744336746,0.000895683646688371,0.000659704507313116,0.000898100797977014,0.000719593115744989,0.000171586768572549,0.000177951755195817,-4.43894918439282e-05
