ISO2,ISO_3,country_agg,region_agg,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope
IQ,IRQ,Iraq,Al-Anbar,2020-05-07,2020-05-01,105,7,7,0.0190476190476191,0.0261455482229834,0.0189061800621293,0.00011793648316605,0.00952380952380953,0.0185772237565978,0.0158931889681784,0.000108297305319679,0.00181285734207224,0.000984568711926582,0.0140988111451987,0.0206608278190209,0.0132472746574865,9.2070086500134e-05,0.0103965754527298,0.0177183722667066,0.011969931592872,8.79936716487299e-05,0.00264769936450026,0.0011046716517997,,,,,
IQ,IRQ,Iraq,Al-Anbar,2020-05-08,2020-05-02,108,19,7,0.0185185185185185,0.0254261373247429,0.0199179505726841,0.000124183810310918,0.00925925925925926,0.0180636016201853,0.0167437182588038,0.000114043557704717,0.00162513542795233,0.000918742581391044,0.0136010141895846,0.0200662887084684,0.0124896957664939,8.8275409088313e-05,0.0102772720468403,0.0174246573443918,0.0113407373010831,8.46089357002548e-05,0.00270321339503899,0.00111047612702511,,,,,
IQ,IRQ,Iraq,Al-Anbar,2020-05-09,2020-05-03,104,14,7,0.0192307692307692,0.0263944833692685,0.0227781476165152,0.000141809100210998,0.00961538461538462,0.0187549838461375,0.0191480988345971,0.000130260536986559,0.00126760563380282,0.00082762874363293,0.0131003485514885,0.0194590357576382,0.0117059979254245,8.43815127693346e-05,0.0101550963343303,0.0171182247550835,0.0106859220380241,8.11265200362384e-05,0.00274545229585257,0.00111263404727239,,,,,
IQ,IRQ,Iraq,Al-Anbar,2020-05-10,2020-05-04,116,22,7,0.0172413793103448,0.0236880074342301,0.0190703936857601,0.000123243294975063,0.0172413793103448,0.0236880074342301,0.0190703936857601,0.000123243294975063,0.00186962482861772,0.000945258441545853,0.0126119464552378,0.0188564103009371,0.0109113556848531,8.04815490460065e-05,0.010039797325741,0.0168121372506447,0.0100187950893352,7.76336239642927e-05,0.00277012512465977,0.00111023197331421,,,,,
IQ,IRQ,Iraq,Al-Anbar,2020-05-11,2020-05-05,113,19,7,0.0176991150442478,0.0243112289346397,0.0205246409537817,0.000132543076504235,0.0176991150442478,0.0243112289346397,0.0205246409537817,0.000132543076504235,0.00193823491407159,0.000979913144056228,0.0121531483889709,0.0182790491692711,0.0101236063558474,7.66833637784372e-05,0.00994284173966765,0.0165223632487774,0.00935514260104524,7.42315495994904e-05,0.00277319351290137,0.00110248265032103,,,,,
IQ,IRQ,Iraq,Al-Anbar,2020-05-12,2020-05-06,106,12,7,0.00943396226415094,0.0184028015418055,0.00201484014509107,4.20397002930577e-05,0.00943396226415094,0.0184028015418055,0.00201484014509107,4.20397002930577e-05,0.00510908588787628,0.00164201895017089,0.0117419102067628,0.0177490407805665,0.00936238641220428,7.31029938024978e-05,0.00987611649027644,0.0162661676992899,0.00871246531404359,7.10295219460778e-05,0.00275138400366292,0.00108884943971481,,,,,
IQ,IRQ,Iraq,Al-Anbar,2020-05-13,2020-05-08,110,24,6,0.00909090909090909,0.0177366792474103,0.00196040629797911,4.09050519458018e-05,0.00909090909090909,0.0177366792474103,0.00196040629797911,4.09050519458018e-05,0.005133605370541,0.00160701765754047,0.0113945896577439,0.0172873355431004,0.00864715119864402,6.98501252717085e-05,0.00985010706352594,0.0160598339238967,0.00810813453504426,6.81305820076959e-05,0.00270279289717066,0.00106918868061638,-0.000450703581242478,-0.000766687243140409,-9.10780648673076e-05,-0.000643632842971283,9.18225544506774e-06
IQ,IRQ,Iraq,Al-Anbar,2020-05-14,2020-05-09,112,21,6,0.00892857142857143,0.0174213797031353,0.00185436853044139,3.86945658043677e-05,0.00892857142857143,0.0174213797031353,0.00185436853044139,3.86945658043677e-05,0.00524967989756722,0.00160267709177966,0.0111231113791534,0.0169102411794801,0.00799519434477034,6.70146883260636e-05,0.00987151828269418,0.0159155211761701,0.00755757180477621,6.56186925871931e-05,0.00262743893897457,0.0010438791253226,-0.000412983801738529,-0.000749083570287259,-6.76256273576918e-05,-0.000630527582717808,-1.26290760107367e-05
IQ,IRQ,Iraq,Al-Anbar,2020-05-15,2020-05-11,100,24,5,0,0,0,0,0,0,0,0,0.00503018108651911,0.00166227411615866,0.0109333170426653,0.0166278787311924,0.00741964824971921,6.46577730473366e-05,0.0099418062872005,0.0158398650042926,0.00707239255196459,6.35498731808213e-05,0.00252768725185731,0.00101389481561702,-0.000361171918137188,-0.000714391612617556,-3.55483411882982e-05,-0.000602254914343247,-3.62941739992105e-05
IQ,IRQ,Iraq,Al-Anbar,2020-05-16,2020-05-12,101,20,5,0,0,0,0,0,0,0,0,0.00488076976711756,0.00161302073481077,0.0108212235052556,0.016438754129961,0.00692820321493812,6.27996774386807e-05,0.0100544311605583,0.0158293863984642,0.00665930778127882,6.19415457841762e-05,0.00240851346981002,0.000980813972655274,-0.000298453824997023,-0.000663858744985835,2.43897246954515e-06,-0.000559914551342738,-6.02686091416246e-05
