"","countrycode","regioncode","provincecode","population","p_w_provs","p_m_provs","sumreach_provs","population_region","p_w_regs_only","p_m_regs_only","sumreach_regs","p_w_regs_rhs","p_m_regs_rhs","sumreach_regs_rhs","p_w_regs","p_m_regs","population_country","p_w_country_only","p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country"
"1","IT","IT21","ITAL",421284,NA,NA,0,4356397,NA,NA,30,0,0,0,NA,NA,60453010,0.0147010241162868,0.0159981167608286,6054,0.00945465735415075,0.0123795626185623,1230,0.013815105511478,0.0153870759048446
"2","IT","IT21","ITVC",170911,NA,NA,0,4356397,NA,NA,30,0,0,0,NA,NA,60453010,0.0147010241162868,0.0159981167608286,6054,0.00945465735415075,0.0123795626185623,1230,0.013815105511478,0.0153870759048446
"3","IT","IT21","ITAT",214638,NA,NA,0,4356397,NA,NA,30,0,0,0,NA,NA,60453010,0.0147010241162868,0.0159981167608286,6054,0.00945465735415075,0.0123795626185623,1230,0.013815105511478,0.0153870759048446
"4","IT","IT21","ITTO",2259523,NA,NA,0,4356397,NA,NA,30,0,0,0,NA,NA,60453010,0.0147010241162868,0.0159981167608286,6054,0.00945465735415075,0.0123795626185623,1230,0.013815105511478,0.0153870759048446
"5","IT","IT21","ITCN",587089,NA,NA,0,4356397,NA,NA,30,0,0,0,NA,NA,60453010,0.0147010241162868,0.0159981167608286,6054,0.00945465735415075,0.0123795626185623,1230,0.013815105511478,0.0153870759048446
"6","IT","IT21","ITVB",158349,NA,NA,0,4356397,NA,NA,30,0,0,0,NA,NA,60453010,0.0147010241162868,0.0159981167608286,6054,0.00945465735415075,0.0123795626185623,1230,0.013815105511478,0.0153870759048446
"7","IT","IT21","ITNO",369018,NA,NA,0,4356397,NA,NA,30,0,0,0,NA,NA,60453010,0.0147010241162868,0.0159981167608286,6054,0.00945465735415075,0.0123795626185623,1230,0.013815105511478,0.0153870759048446
"8","IT","IT21","ITBI",175585,NA,NA,0,4356397,NA,NA,30,0,0,0,NA,NA,60453010,0.0147010241162868,0.0159981167608286,6054,0.00945465735415075,0.0123795626185623,1230,0.013815105511478,0.0153870759048446
"9","IT","IT23","ITAO",125666,NA,NA,0,125666,NA,NA,0,0,0,0,NA,NA,60453010,0.0147010241162868,0.0159981167608286,6054,0.00945465735415075,0.0123795626185623,1230,0.013815105511478,0.0153870759048446
"10","IT","IT25","ITBS",1265954,NA,NA,0,10060574,NA,NA,695,0,0,0,NA,NA,60453010,0.0147010241162868,0.0159981167608286,6054,0.00945465735415075,0.0123795626185623,1230,0.013815105511478,0.0153870759048446
"11","IT","IT25","ITBG",1114590,NA,NA,0,10060574,NA,NA,695,0,0,0,NA,NA,60453010,0.0147010241162868,0.0159981167608286,6054,0.00945465735415075,0.0123795626185623,1230,0.013815105511478,0.0153870759048446
"12","IT","IT25","ITPV",545888,NA,NA,0,10060574,NA,NA,695,0,0,0,NA,NA,60453010,0.0147010241162868,0.0159981167608286,6054,0.00945465735415075,0.0123795626185623,1230,0.013815105511478,0.0153870759048446
"13","IT","IT25","ITCO",599204,NA,NA,0,10060574,NA,NA,695,0,0,0,NA,NA,60453010,0.0147010241162868,0.0159981167608286,6054,0.00945465735415075,0.0123795626185623,1230,0.013815105511478,0.0153870759048446
"14","IT","IT25","ITCR",358955,NA,NA,0,10060574,NA,NA,695,0,0,0,NA,NA,60453010,0.0147010241162868,0.0159981167608286,6054,0.00945465735415075,0.0123795626185623,1230,0.013815105511478,0.0153870759048446
"15","IT","IT25","ITMI",3250315,NA,NA,0,10060574,NA,NA,695,0,0,0,NA,NA,60453010,0.0147010241162868,0.0159981167608286,6054,0.00945465735415075,0.0123795626185623,1230,0.013815105511478,0.0153870759048446
"16","IT","IT25","ITVA",890768,NA,NA,0,10060574,NA,NA,695,0,0,0,NA,NA,60453010,0.0147010241162868,0.0159981167608286,6054,0.00945465735415075,0.0123795626185623,1230,0.013815105511478,0.0153870759048446
"17","IT","IT25","ITMB",873935,NA,NA,0,10060574,NA,NA,695,0,0,0,NA,NA,60453010,0.0147010241162868,0.0159981167608286,6054,0.00945465735415075,0.0123795626185623,1230,0.013815105511478,0.0153870759048446
"18","IT","IT25","ITLC",337380,NA,NA,0,10060574,NA,NA,695,0,0,0,NA,NA,60453010,0.0147010241162868,0.0159981167608286,6054,0.00945465735415075,0.0123795626185623,1230,0.013815105511478,0.0153870759048446
"19","IT","IT25","ITSO",181095,NA,NA,0,10060574,NA,NA,695,0,0,0,NA,NA,60453010,0.0147010241162868,0.0159981167608286,6054,0.00945465735415075,0.0123795626185623,1230,0.013815105511478,0.0153870759048446
"20","IT","IT25","ITMN",412292,NA,NA,0,10060574,NA,NA,695,0,0,0,NA,NA,60453010,0.0147010241162868,0.0159981167608286,6054,0.00945465735415075,0.0123795626185623,1230,0.013815105511478,0.0153870759048446
"21","IT","IT25","ITLO",230198,NA,NA,0,10060574,NA,NA,695,0,0,0,NA,NA,60453010,0.0147010241162868,0.0159981167608286,6054,0.00945465735415075,0.0123795626185623,1230,0.013815105511478,0.0153870759048446
"22","IT","IT32","ITBZ",531178,NA,NA,0,1072276,0.0275862068965517,0.0275,145,0,0,0,0.0275862068965517,0.0275,60453010,0.0147010241162868,0.0159981167608286,6054,0.00945465735415075,0.0123795626185623,1230,0.013815105511478,0.0153870759048446
"23","IT","IT32","ITTN",541098,NA,NA,0,1072276,0.0275862068965517,0.0275,145,0,0,0,0.0275862068965517,0.0275,60453010,0.0147010241162868,0.0159981167608286,6054,0.00945465735415075,0.0123795626185623,1230,0.013815105511478,0.0153870759048446
"24","IT","IT34","ITRO",234937,NA,NA,0,4905854,0.00695652173913044,0.0152777777777778,575,0,0,0,0.00695652173913044,0.0152777777777778,60453010,0.0147010241162868,0.0159981167608286,6054,0.00945465735415075,0.0123795626185623,1230,0.013815105511478,0.0153870759048446
"25","IT","IT34","ITVE",853338,NA,NA,0,4905854,0.00695652173913044,0.0152777777777778,575,0,0,0,0.00695652173913044,0.0152777777777778,60453010,0.0147010241162868,0.0159981167608286,6054,0.00945465735415075,0.0123795626185623,1230,0.013815105511478,0.0153870759048446
"26","IT","IT34","ITPD",937908,NA,NA,0,4905854,0.00695652173913044,0.0152777777777778,575,0,0,0,0.00695652173913044,0.0152777777777778,60453010,0.0147010241162868,0.0159981167608286,6054,0.00945465735415075,0.0123795626185623,1230,0.013815105511478,0.0153870759048446
"27","IT","IT34","ITVI",862418,NA,NA,0,4905854,0.00695652173913044,0.0152777777777778,575,0,0,0,0.00695652173913044,0.0152777777777778,60453010,0.0147010241162868,0.0159981167608286,6054,0.00945465735415075,0.0123795626185623,1230,0.013815105511478,0.0153870759048446
"28","IT","IT34","ITBL",202950,NA,NA,0,4905854,0.00695652173913044,0.0152777777777778,575,0,0,0,0.00695652173913044,0.0152777777777778,60453010,0.0147010241162868,0.0159981167608286,6054,0.00945465735415075,0.0123795626185623,1230,0.013815105511478,0.0153870759048446
"29","IT","IT34","ITTV",887806,NA,NA,0,4905854,0.00695652173913044,0.0152777777777778,575,0,0,0,0.00695652173913044,0.0152777777777778,60453010,0.0147010241162868,0.0159981167608286,6054,0.00945465735415075,0.0123795626185623,1230,0.013815105511478,0.0153870759048446
"30","IT","IT34","ITVR",926497,NA,NA,0,4905854,0.00695652173913044,0.0152777777777778,575,0,0,0,0.00695652173913044,0.0152777777777778,60453010,0.0147010241162868,0.0159981167608286,6054,0.00945465735415075,0.0123795626185623,1230,0.013815105511478,0.0153870759048446
"31","IT","IT36","ITPN",312533,NA,NA,0,1215220,NA,NA,40,0,0,0,NA,NA,60453010,0.0147010241162868,0.0159981167608286,6054,0.00945465735415075,0.0123795626185623,1230,0.013815105511478,0.0153870759048446
"32","IT","IT36","ITTS",234493,NA,NA,0,1215220,NA,NA,40,0,0,0,NA,NA,60453010,0.0147010241162868,0.0159981167608286,6054,0.00945465735415075,0.0123795626185623,1230,0.013815105511478,0.0153870759048446
"33","IT","IT36","ITUD",528791,NA,NA,0,1215220,NA,NA,40,0,0,0,NA,NA,60453010,0.0147010241162868,0.0159981167608286,6054,0.00945465735415075,0.0123795626185623,1230,0.013815105511478,0.0153870759048446
"34","IT","IT36","ITGO",139403,NA,NA,0,1215220,NA,NA,40,0,0,0,NA,NA,60453010,0.0147010241162868,0.0159981167608286,6054,0.00945465735415075,0.0123795626185623,1230,0.013815105511478,0.0153870759048446
"35","IT","IT42","ITIM",213840,NA,NA,0,1550640,NA,NA,0,0,0,0,NA,NA,60453010,0.0147010241162868,0.0159981167608286,6054,0.00945465735415075,0.0123795626185623,1230,0.013815105511478,0.0153870759048446
"36","IT","IT42","ITSV",276064,NA,NA,0,1550640,NA,NA,0,0,0,0,NA,NA,60453010,0.0147010241162868,0.0159981167608286,6054,0.00945465735415075,0.0123795626185623,1230,0.013815105511478,0.0153870759048446
