"date","country","region","population","p_cases_infected","p_cases_recent","p_cases_active"
2020-04-01,"EC","ECA",881394,0,NA,NA
2020-04-01,"EC","ECB",209933,0,0,0
2020-04-01,"EC","ECC",186869,0,0,0
2020-04-01,"EC","ECD",161338,0,0,0
2020-04-01,"EC","ECE",643654,0,0,0
2020-04-01,"EC","ECF",281396,0,0,0
2020-04-01,"EC","ECG",4387434,0,0,0
2020-04-01,"EC","ECH",524004,0,0,0
2020-04-01,"EC","ECI",476257,0,0,0
2020-04-01,"EC","ECL",521154,0,NA,NA
2020-04-01,"EC","ECM",1562079,0,0,0
2020-04-01,"EC","ECN",133705,0,0,0
2020-04-01,"EC","ECO",715751,0,0,0
2020-04-01,"EC","ECP",3228233,0.00557413600891862,NA,NA
2020-04-01,"EC","ECR",921763,0,0,0
2020-04-01,"EC","ECS",196535,0,0,0
2020-04-01,"EC","ECSD",458580,0,0,0
2020-04-01,"EC","ECSE",401178,0,0,0
2020-04-01,"EC","ECT",590600,0,NA,NA
2020-04-01,"EC","ECU",230503,0,0,0
2020-04-01,"EC","ECW",33042,0,0,0
2020-04-01,"EC","ECX",488716,0,0,0
2020-04-01,"EC","ECY",114202,0,0,0
2020-04-01,"EC","ECZ",120416,0,0,0
2020-04-02,"EC","ECA",881394,0,NA,NA
2020-04-02,"EC","ECB",209933,0,0,0
2020-04-02,"EC","ECC",186869,0,0,0
2020-04-02,"EC","ECD",161338,0,0,0
2020-04-02,"EC","ECE",643654,0,0,0
2020-04-02,"EC","ECF",281396,0,0,0
2020-04-02,"EC","ECG",4387434,0,0,0
2020-04-02,"EC","ECH",524004,0,NA,NA
2020-04-02,"EC","ECI",476257,0,0,0
2020-04-02,"EC","ECL",521154,0.00294117647058824,NA,NA
2020-04-02,"EC","ECM",1562079,0,0,0
2020-04-02,"EC","ECN",133705,0,0,0
2020-04-02,"EC","ECO",715751,0,0,0
2020-04-02,"EC","ECP",3228233,0.00556117290192113,NA,NA
2020-04-02,"EC","ECR",921763,0,NA,NA
2020-04-02,"EC","ECS",196535,0,0,0
2020-04-02,"EC","ECSD",458580,0,0,0
2020-04-02,"EC","ECSE",401178,0,0,0
2020-04-02,"EC","ECT",590600,0.010462074978204,NA,NA
2020-04-02,"EC","ECU",230503,0,0,0
2020-04-02,"EC","ECW",33042,0,0,0
2020-04-02,"EC","ECX",488716,0,NA,NA
