"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","population_country","p_w_country_only","p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country"
"1","UA","UA05",1604270,0,0,182,0,0,45307223,0.00918635170603675,0.0105413105413105,4572,0.00515143250369894,0.00643856905330201,6251,0.00685591837573889,0.00817170534482701
"2","UA","UA07",1042855,0,0,181,0,0,45307223,0.00918635170603675,0.0105413105413105,4572,0.00515143250369894,0.00643856905330201,6251,0.00685591837573889,0.00817170534482701
"3","UA","UA09",2263676,0,0,285,0,0,45307223,0.00918635170603675,0.0105413105413105,4572,0.00515143250369894,0.00643856905330201,6251,0.00685591837573889,0.00817170534482701
"4","UA","UA12",3258705,0.0027027027027027,0.002,370,0.0027027027027027,0.002,45307223,0.00918635170603675,0.0105413105413105,4572,0.00515143250369894,0.00643856905330201,6251,0.00685591837573889,0.00817170534482701
"5","UA","UA14",4387702,0,0,618,0,0,45307223,0.00918635170603675,0.0105413105413105,4572,0.00515143250369894,0.00643856905330201,6251,0.00685591837573889,0.00817170534482701
"6","UA","UA18",1249225,0,0,206,0,0,45307223,0.00918635170603675,0.0105413105413105,4572,0.00515143250369894,0.00643856905330201,6251,0.00685591837573889,0.00817170534482701
"7","UA","UA21",1259497,0,0,201,0,0,45307223,0.00918635170603675,0.0105413105413105,4572,0.00515143250369894,0.00643856905330201,6251,0.00685591837573889,0.00817170534482701
"8","UA","UA23",1755663,0,0,251,0,0,45307223,0.00918635170603675,0.0105413105413105,4572,0.00515143250369894,0.00643856905330201,6251,0.00685591837573889,0.00817170534482701
"9","UA","UA26",1382721,0,0,200,0,0,45307223,0.00918635170603675,0.0105413105413105,4572,0.00515143250369894,0.00643856905330201,6251,0.00685591837573889,0.00817170534482701
"10","UA","UA30",2900920,NA,NA,0,NA,NA,45307223,0.00918635170603675,0.0105413105413105,4572,0.00515143250369894,0.00643856905330201,6251,0.00685591837573889,0.00817170534482701
"11","UA","UA32",1731673,0.00333333333333333,0.00333333333333333,300,0.00333333333333333,0.00333333333333333,45307223,0.00918635170603675,0.0105413105413105,4572,0.00515143250369894,0.00643856905330201,6251,0.00685591837573889,0.00817170534482701
"12","UA","UA35",974724,0,0,120,0,0,45307223,0.00918635170603675,0.0105413105413105,4572,0.00515143250369894,0.00643856905330201,6251,0.00685591837573889,0.00817170534482701
"13","UA","UA40",381685,NA,NA,0,NA,NA,45307223,0.00918635170603675,0.0105413105413105,4572,0.00515143250369894,0.00643856905330201,6251,0.00685591837573889,0.00817170534482701
"14","UA","UA43",1963770,NA,NA,120,NA,NA,45307223,0.00918635170603675,0.0105413105413105,4572,0.00515143250369894,0.00643856905330201,6251,0.00685591837573889,0.00817170534482701
"15","UA","UA46",2535476,0.0230769230769231,0.0114285714285714,520,0.0230769230769231,0.0114285714285714,45307223,0.00918635170603675,0.0105413105413105,4572,0.00515143250369894,0.00643856905330201,6251,0.00685591837573889,0.00817170534482701
"16","UA","UA48",1159634,0,0,205,0,0,45307223,0.00918635170603675,0.0105413105413105,4572,0.00515143250369894,0.00643856905330201,6251,0.00685591837573889,0.00817170534482701
"17","UA","UA51",2387282,0.012448132780083,0.0333333333333333,241,0.012448132780083,0.0333333333333333,45307223,0.00918635170603675,0.0105413105413105,4572,0.00515143250369894,0.00643856905330201,6251,0.00685591837573889,0.00817170534482701
"18","UA","UA53",1440684,0,0,250,0,0,45307223,0.00918635170603675,0.0105413105413105,4572,0.00515143250369894,0.00643856905330201,6251,0.00685591837573889,0.00817170534482701
"19","UA","UA56",1162049,0,0,202,0,0,45307223,0.00918635170603675,0.0105413105413105,4572,0.00515143250369894,0.00643856905330201,6251,0.00685591837573889,0.00817170534482701
"20","UA","UA59",1115051,0,0,190,0,0,45307223,0.00918635170603675,0.0105413105413105,4572,0.00515143250369894,0.00643856905330201,6251,0.00685591837573889,0.00817170534482701
"21","UA","UA61",1066523,0,0,254,0,0,45307223,0.00918635170603675,0.0105413105413105,4572,0.00515143250369894,0.00643856905330201,6251,0.00685591837573889,0.00817170534482701
"22","UA","UA63",2720342,0.0137254901960784,0.0333333333333333,510,0.0137254901960784,0.0333333333333333,45307223,0.00918635170603675,0.0105413105413105,4572,0.00515143250369894,0.00643856905330201,6251,0.00685591837573889,0.00817170534482701
"23","UA","UA65",1063803,0.0535714285714286,0.03,280,0.0535714285714286,0.03,45307223,0.00918635170603675,0.0105413105413105,4572,0.00515143250369894,0.00643856905330201,6251,0.00685591837573889,0.00817170534482701
"24","UA","UA68",1296103,0.00350877192982456,0.00666666666666667,285,0.00350877192982456,0.00666666666666667,45307223,0.00918635170603675,0.0105413105413105,4572,0.00515143250369894,0.00643856905330201,6251,0.00685591837573889,0.00817170534482701
"25","UA","UA71",1246166,0,0,200,0,0,45307223,0.00918635170603675,0.0105413105413105,4572,0.00515143250369894,0.00643856905330201,6251,0.00685591837573889,0.00817170534482701
"26","UA","UA74",1047023,0,0,200,0,0,45307223,0.00918635170603675,0.0105413105413105,4572,0.00515143250369894,0.00643856905330201,6251,0.00685591837573889,0.00817170534482701
"27","UA","UA77",910001,NA,NA,0,NA,NA,45307223,0.00918635170603675,0.0105413105413105,4572,0.00515143250369894,0.00643856905330201,6251,0.00685591837573889,0.00817170534482701
