"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","population_country","p_w_country_only","p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country"
"1","PT","PT01",714200,0,0,300,0,0,10561097,0.0169811320754717,0.0163636363636364,1060,0.0071961111421447,0.00687995774118977,2147,0.0104303244846226,0.0100145693220421
"2","PT","PT02",152758,0,0,100,0,0,10561097,0.0169811320754717,0.0163636363636364,1060,0.0071961111421447,0.00687995774118977,2147,0.0104303244846226,0.0100145693220421
"3","PT","PT03",848185,0,0,100,0,0,10561097,0.0169811320754717,0.0163636363636364,1060,0.0071961111421447,0.00687995774118977,2147,0.0104303244846226,0.0100145693220421
"4","PT","PT04",136252,0,0,20,0,0,10561097,0.0169811320754717,0.0163636363636364,1060,0.0071961111421447,0.00687995774118977,2147,0.0104303244846226,0.0100145693220421
"5","PT","PT05",196264,0,0,40,0,0,10561097,0.0169811320754717,0.0163636363636364,1060,0.0071961111421447,0.00687995774118977,2147,0.0104303244846226,0.0100145693220421
"6","PT","PT06",430104,0.04,0.04,100,0.04,0.04,10561097,0.0169811320754717,0.0163636363636364,1060,0.0071961111421447,0.00687995774118977,2147,0.0104303244846226,0.0100145693220421
"7","PT","PT07",166706,0,0,100,0,0,10561097,0.0169811320754717,0.0163636363636364,1060,0.0071961111421447,0.00687995774118977,2147,0.0104303244846226,0.0100145693220421
"8","PT","PT08",451006,0,0,130,0,0,10561097,0.0169811320754717,0.0163636363636364,1060,0.0071961111421447,0.00687995774118977,2147,0.0104303244846226,0.0100145693220421
"9","PT","PT09",160939,0.05,0.05,100,0.05,0.05,10561097,0.0169811320754717,0.0163636363636364,1060,0.0071961111421447,0.00687995774118977,2147,0.0104303244846226,0.0100145693220421
"10","PT","PT10",470930,0,0,100,0,0,10561097,0.0169811320754717,0.0163636363636364,1060,0.0071961111421447,0.00687995774118977,2147,0.0104303244846226,0.0100145693220421
"11","PT","PT11",2250533,0,0,320,0,0,10561097,0.0169811320754717,0.0163636363636364,1060,0.0071961111421447,0.00687995774118977,2147,0.0104303244846226,0.0100145693220421
"12","PT","PT12",118506,0,0,20,0,0,10561097,0.0169811320754717,0.0163636363636364,1060,0.0071961111421447,0.00687995774118977,2147,0.0104303244846226,0.0100145693220421
"13","PT","PT13",1817117,0.00909090909090909,0.005,220,0.00909090909090909,0.005,10561097,0.0169811320754717,0.0163636363636364,1060,0.0071961111421447,0.00687995774118977,2147,0.0104303244846226,0.0100145693220421
"14","PT","PT14",453638,0.0212765957446809,0.0303030303030303,94,0.0212765957446809,0.0303030303030303,10561097,0.0169811320754717,0.0163636363636364,1060,0.0071961111421447,0.00687995774118977,2147,0.0104303244846226,0.0100145693220421
"15","PT","PT15",851258,0,0,113,0,0,10561097,0.0169811320754717,0.0163636363636364,1060,0.0071961111421447,0.00687995774118977,2147,0.0104303244846226,0.0100145693220421
"16","PT","PT16",244836,0,0,50,0,0,10561097,0.0169811320754717,0.0163636363636364,1060,0.0071961111421447,0.00687995774118977,2147,0.0104303244846226,0.0100145693220421
"17","PT","PT17",206661,0,0,40,0,0,10561097,0.0169811320754717,0.0163636363636364,1060,0.0071961111421447,0.00687995774118977,2147,0.0104303244846226,0.0100145693220421
"18","PT","PT18",377653,0,0,60,0,0,10561097,0.0169811320754717,0.0163636363636364,1060,0.0071961111421447,0.00687995774118977,2147,0.0104303244846226,0.0100145693220421
"19","PT","PT20",245766,0.1,0.1,100,0.1,0.1,10561097,0.0169811320754717,0.0163636363636364,1060,0.0071961111421447,0.00687995774118977,2147,0.0104303244846226,0.0100145693220421
"20","PT","PT30",267785,0,0,40,0,0,10561097,0.0169811320754717,0.0163636363636364,1060,0.0071961111421447,0.00687995774118977,2147,0.0104303244846226,0.0100145693220421
