"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","population_country","p_w_country_only","p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country"
"1","EC","ECA",881394,0,0,125,0,0,17468736,0.0412429378531073,0.0390196078431373,1770,0.0389555879475563,0.0388392093582749,841,0.0405061851642646,0.0389615017053474
"2","EC","ECB",209933,NA,NA,0,NA,NA,17468736,0.0412429378531073,0.0390196078431373,1770,0.0389555879475563,0.0388392093582749,841,0.0405061851642646,0.0389615017053474
"3","EC","ECC",186869,0,0,30,0,0,17468736,0.0412429378531073,0.0390196078431373,1770,0.0389555879475563,0.0388392093582749,841,0.0405061851642646,0.0389615017053474
"4","EC","ECD",161338,NA,NA,0,NA,NA,17468736,0.0412429378531073,0.0390196078431373,1770,0.0389555879475563,0.0388392093582749,841,0.0405061851642646,0.0389615017053474
"5","EC","ECE",643654,NA,NA,10,NA,NA,17468736,0.0412429378531073,0.0390196078431373,1770,0.0389555879475563,0.0388392093582749,841,0.0405061851642646,0.0389615017053474
"6","EC","ECF",281396,NA,NA,0,NA,NA,17468736,0.0412429378531073,0.0390196078431373,1770,0.0389555879475563,0.0388392093582749,841,0.0405061851642646,0.0389615017053474
"7","EC","ECG",4387434,NA,NA,60,NA,NA,17468736,0.0412429378531073,0.0390196078431373,1770,0.0389555879475563,0.0388392093582749,841,0.0405061851642646,0.0389615017053474
"8","EC","ECH",524004,0.0303030303030303,0.0289855072463768,66,0.0303030303030303,0.0289855072463768,17468736,0.0412429378531073,0.0390196078431373,1770,0.0389555879475563,0.0388392093582749,841,0.0405061851642646,0.0389615017053474
"9","EC","ECI",476257,NA,NA,0,NA,NA,17468736,0.0412429378531073,0.0390196078431373,1770,0.0389555879475563,0.0388392093582749,841,0.0405061851642646,0.0389615017053474
"10","EC","ECL",521154,0,0,100,0,0,17468736,0.0412429378531073,0.0390196078431373,1770,0.0389555879475563,0.0388392093582749,841,0.0405061851642646,0.0389615017053474
"11","EC","ECM",1562079,NA,NA,0,NA,NA,17468736,0.0412429378531073,0.0390196078431373,1770,0.0389555879475563,0.0388392093582749,841,0.0405061851642646,0.0389615017053474
"12","EC","ECN",133705,NA,NA,0,NA,NA,17468736,0.0412429378531073,0.0390196078431373,1770,0.0389555879475563,0.0388392093582749,841,0.0405061851642646,0.0389615017053474
"13","EC","ECO",715751,NA,NA,0,NA,NA,17468736,0.0412429378531073,0.0390196078431373,1770,0.0389555879475563,0.0388392093582749,841,0.0405061851642646,0.0389615017053474
"14","EC","ECP",3228233,0.0666666666666667,0.0666666666666667,450,0.0666666666666667,0.0666666666666667,17468736,0.0412429378531073,0.0390196078431373,1770,0.0389555879475563,0.0388392093582749,841,0.0405061851642646,0.0389615017053474
"15","EC","ECR",921763,NA,NA,30,NA,NA,17468736,0.0412429378531073,0.0390196078431373,1770,0.0389555879475563,0.0388392093582749,841,0.0405061851642646,0.0389615017053474
"16","EC","ECS",196535,NA,NA,0,NA,NA,17468736,0.0412429378531073,0.0390196078431373,1770,0.0389555879475563,0.0388392093582749,841,0.0405061851642646,0.0389615017053474
"17","EC","ECSD",458580,NA,NA,0,NA,NA,17468736,0.0412429378531073,0.0390196078431373,1770,0.0389555879475563,0.0388392093582749,841,0.0405061851642646,0.0389615017053474
"18","EC","ECSE",401178,NA,NA,0,NA,NA,17468736,0.0412429378531073,0.0390196078431373,1770,0.0389555879475563,0.0388392093582749,841,0.0405061851642646,0.0389615017053474
"19","EC","ECT",590600,0,0,70,0,0,17468736,0.0412429378531073,0.0390196078431373,1770,0.0389555879475563,0.0388392093582749,841,0.0405061851642646,0.0389615017053474
"20","EC","ECU",230503,NA,NA,0,NA,NA,17468736,0.0412429378531073,0.0390196078431373,1770,0.0389555879475563,0.0388392093582749,841,0.0405061851642646,0.0389615017053474
"21","EC","ECW",33042,NA,NA,0,NA,NA,17468736,0.0412429378531073,0.0390196078431373,1770,0.0389555879475563,0.0388392093582749,841,0.0405061851642646,0.0389615017053474
"22","EC","ECX",488716,NA,NA,46,NA,NA,17468736,0.0412429378531073,0.0390196078431373,1770,0.0389555879475563,0.0388392093582749,841,0.0405061851642646,0.0389615017053474
"23","EC","ECY",114202,NA,NA,0,NA,NA,17468736,0.0412429378531073,0.0390196078431373,1770,0.0389555879475563,0.0388392093582749,841,0.0405061851642646,0.0389615017053474
"24","EC","ECZ",120416,NA,NA,0,NA,NA,17468736,0.0412429378531073,0.0390196078431373,1770,0.0389555879475563,0.0388392093582749,841,0.0405061851642646,0.0389615017053474
